time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,train/learning_rate,train/loss,train/n_updates,rollout/exploration_rate,time/fps,phase,phase_learning_rate,phase_buffer_size
543,244089,956,-15.423999999999996,0.0,256.0,4.666666666666667e-05,0.0053334087133407,60997,0.05,448,3,4.666666666666667e-05,100000
546,245113,960,-15.666000000000002,0.0,256.0,4.666666666666667e-05,0.0029172000940889,61253,0.05,448,3,4.666666666666667e-05,100000
548,246137,964,-15.258,0.0,256.0,4.666666666666667e-05,0.0340820290148258,61509,0.05,448,3,4.666666666666667e-05,100000
550,247161,968,-15.206,0.0,256.0,4.666666666666667e-05,0.0071977488696575,61765,0.05,448,3,4.666666666666667e-05,100000
553,248185,972,-15.098,0.0,256.0,4.666666666666667e-05,0.0027093924582004,62021,0.05,448,3,4.666666666666667e-05,100000
555,249209,976,-15.482,0.0,256.0,4.666666666666667e-05,0.0035014522727578,62277,0.05,448,3,4.666666666666667e-05,100000
1,1024,4,-199.05,0.0,256.0,2e-05,0.0372561365365982,230,0.980544,616,4,1.9999999999999998e-05,50000
3,2048,8,-197.25,0.0,256.0,2e-05,0.0226208101958036,486,0.9610880000000002,605,4,1.9999999999999998e-05,50000
5,3072,12,-194.4333333333333,0.0,256.0,2e-05,0.0292348563671112,742,0.941632,598,4,1.9999999999999998e-05,50000
6,4096,16,-194.25,0.0,256.0,2e-05,0.0313872657716274,998,0.9221760000000002,595,4,1.9999999999999998e-05,50000
8,5120,20,-192.97,0.0,256.0,2e-05,0.0256351716816425,1254,0.9027199999999996,591,4,1.9999999999999998e-05,50000
10,6144,24,-193.34166666666667,0.0,256.0,2e-05,0.0205190572887659,1510,0.8832639999999998,588,4,1.9999999999999998e-05,50000
12,7168,28,-191.8142857142857,0.0,256.0,2e-05,0.0762757211923599,1766,0.8638079999999999,585,4,1.9999999999999998e-05,50000
14,8192,32,-190.95625,0.0,256.0,2e-05,0.043565846979618,2022,0.8443519999999999,582,4,1.9999999999999998e-05,50000
15,9216,36,-190.10555555555555,0.0,256.0,2e-05,0.0238551311194896,2278,0.824896,579,4,1.9999999999999998e-05,50000
17,10240,40,-189.335,0.0,256.0,2e-05,0.0217013619840145,2534,0.80544,576,4,1.9999999999999998e-05,50000
19,11227,44,-184.97727272727272,0.0227272727272727,255.1590909090909,2e-05,0.0208499561995267,2781,0.7866870000000002,573,4,1.9999999999999998e-05,50000
21,12251,48,-184.42500000000004,0.0208333333333333,255.22916666666663,2e-05,0.0501601845026016,3037,0.7672309999999998,571,4,1.9999999999999998e-05,50000
23,13275,52,-183.2038461538462,0.0192307692307692,255.28846153846155,2e-05,0.0234104599803686,3293,0.7477749999999999,568,4,1.9999999999999998e-05,50000
25,14299,56,-182.55714285714288,0.0178571428571428,255.33928571428572,2e-05,0.0206671021878719,3549,0.7283189999999999,565,4,1.9999999999999998e-05,50000
27,15323,60,-180.67,0.0166666666666666,255.38333333333333,2e-05,0.0195015668869018,3805,0.708863,564,4,1.9999999999999998e-05,50000
29,16347,64,-179.771875,0.015625,255.421875,2e-05,0.0510262101888656,4061,0.6894070000000001,563,4,1.9999999999999998e-05,50000
30,17371,68,-178.61470588235295,0.0147058823529411,255.4558823529412,2e-05,0.0197267327457666,4317,0.6699510000000001,561,4,1.9999999999999998e-05,50000
32,18395,72,-177.3222222222222,0.0138888888888888,255.48611111111111,2e-05,0.0515805631875991,4573,0.6504950000000002,559,4,1.9999999999999998e-05,50000
34,19419,76,-174.88947368421054,0.0131578947368421,255.51315789473685,2e-05,0.0445953197777271,4829,0.6310390000000002,556,4,1.9999999999999998e-05,50000
37,20443,80,-173.725,0.0125,255.5375,2e-05,0.0424980968236923,5085,0.6115830000000002,548,4,1.9999999999999998e-05,50000
39,21467,84,-172.2904761904762,0.0119047619047619,255.5595238095238,2e-05,0.0515456274151802,5341,0.5921269999999997,547,4,1.9999999999999998e-05,50000
41,22491,88,-170.51363636363638,0.0113636363636363,255.57954545454547,2e-05,0.038667194545269,5597,0.5726709999999998,545,4,1.9999999999999998e-05,50000
43,23486,92,-167.74782608695656,0.0217391304347826,255.2826086956522,2e-05,0.0741487443447113,5846,0.553766,543,4,1.9999999999999998e-05,50000
45,24510,96,-166.1583333333333,0.0208333333333333,255.3125,2e-05,0.0775413066148758,6102,0.53431,541,4,1.9999999999999998e-05,50000
47,25534,100,-165.17199999999997,0.02,255.34,2e-05,0.0466279685497283,6358,0.514854,539,4,1.9999999999999998e-05,50000
49,26558,104,-162.084,0.02,255.34,2e-05,0.0237556509673595,6614,0.4953980000000001,537,4,1.9999999999999998e-05,50000
51,27582,108,-158.714,0.02,255.34,2e-05,0.0772095695137977,6870,0.4759420000000002,535,4,1.9999999999999998e-05,50000
53,28606,112,-156.03,0.02,255.34,2e-05,0.0496173426508903,7126,0.4564860000000003,533,4,1.9999999999999998e-05,50000
55,29630,116,-152.946,0.02,255.34,2e-05,0.0817773044109344,7382,0.4370300000000002,532,4,1.9999999999999998e-05,50000
57,30654,120,-149.32,0.02,255.34,2e-05,0.0466505363583564,7638,0.4175739999999998,529,4,1.9999999999999998e-05,50000
60,31678,124,-144.806,0.02,255.34,2e-05,0.0197772476822137,7894,0.3981180000000003,527,4,1.9999999999999998e-05,50000
62,32702,128,-141.25799999999998,0.02,255.34,2e-05,0.0198531374335289,8150,0.3786619999999998,525,4,1.9999999999999998e-05,50000
64,33607,132,-136.156,0.03,254.15,2e-05,0.073474608361721,8376,0.3614670000000002,524,4,1.9999999999999998e-05,50000
66,34631,136,-132.482,0.03,254.15,2e-05,0.0157251097261905,8632,0.342011,522,4,1.9999999999999998e-05,50000
68,35568,140,-127.53199999999998,0.04,253.28,2e-05,0.0387078076601028,8866,0.3242080000000003,520,4,1.9999999999999998e-05,50000
70,36592,144,-125.242,0.03,253.65,2e-05,0.4176827073097229,9122,0.3047519999999998,518,4,1.9999999999999998e-05,50000
72,37616,148,-121.204,0.03,253.65,2e-05,0.0411232411861419,9378,0.2852960000000004,517,4,1.9999999999999998e-05,50000
74,38640,152,-117.88399999999996,0.03,253.65,2e-05,0.0472270138561725,9634,0.2658399999999999,515,4,1.9999999999999998e-05,50000
77,39664,156,-113.562,0.03,253.65,2e-05,0.0402476117014884,9890,0.246384,513,4,1.9999999999999998e-05,50000
79,40688,160,-109.744,0.03,253.65,2e-05,0.0106943622231483,10146,0.226928,511,4,1.9999999999999998e-05,50000
81,41712,164,-104.998,0.03,253.65,2e-05,0.0149560533463954,10402,0.2074720000000001,509,4,1.9999999999999998e-05,50000
84,42736,168,-100.908,0.03,253.65,2e-05,0.0675182715058326,10658,0.1880160000000001,507,4,1.9999999999999998e-05,50000
86,43742,172,-95.712,0.04,253.47,2e-05,0.0179781764745712,10910,0.1689020000000001,506,4,1.9999999999999998e-05,50000
88,44766,176,-92.242,0.04,253.47,2e-05,0.0167977884411811,11166,0.1494459999999999,504,4,1.9999999999999998e-05,50000
91,45790,180,-88.22599999999998,0.04,253.47,2e-05,0.0135706765577197,11422,0.12999,502,4,1.9999999999999998e-05,50000
93,46695,184,-82.76799999999997,0.05,252.28,2e-05,0.046185664832592,11648,0.1127950000000004,500,4,1.9999999999999998e-05,50000
95,47719,188,-78.446,0.05,252.28,2e-05,0.0646325200796127,11904,0.0933389999999999,499,4,1.9999999999999998e-05,50000
97,48743,192,-75.312,0.04,252.57,2e-05,0.0705293118953704,12160,0.073883,497,4,1.9999999999999998e-05,50000
100,49767,196,-70.72200000000001,0.04,252.57,2e-05,0.0113625209778547,12416,0.0544269999999998,495,4,1.9999999999999998e-05,50000
102,50791,200,-66.146,0.04,252.57,2e-05,0.0109125487506389,12672,0.05,494,4,1.9999999999999998e-05,50000
105,51815,204,-61.74,0.04,252.57,2e-05,0.0138855185359716,12928,0.05,492,4,1.9999999999999998e-05,50000
107,52839,208,-58.074000000000005,0.04,252.57,2e-05,0.035340204834938,13184,0.05,491,4,1.9999999999999998e-05,50000
109,53863,212,-53.732000000000006,0.04,252.57,2e-05,0.0991970747709274,13440,0.05,489,4,1.9999999999999998e-05,50000
112,54887,216,-49.80599999999998,0.04,252.57,2e-05,0.0102557288482785,13696,0.05,488,4,1.9999999999999998e-05,50000
114,55911,220,-46.614,0.04,252.57,2e-05,0.0369540825486183,13952,0.05,487,4,1.9999999999999998e-05,50000
117,56935,224,-43.758,0.04,252.57,2e-05,0.3839724659919739,14208,0.05,486,4,1.9999999999999998e-05,50000
119,57959,228,-40.53399999999999,0.04,252.57,2e-05,0.0128064146265387,14464,0.05,484,4,1.9999999999999998e-05,50000
121,58983,232,-38.786,0.03,253.76,2e-05,0.4258190393447876,14720,0.05,483,4,1.9999999999999998e-05,50000
124,60007,236,-35.59,0.03,253.76,2e-05,0.372955858707428,14976,0.05,482,4,1.9999999999999998e-05,50000
126,61031,240,-33.943999999999996,0.02,254.63,2e-05,0.0109586203470826,15232,0.05,481,4,1.9999999999999998e-05,50000
129,62055,244,-31.078000000000003,0.02,254.63,2e-05,0.400104820728302,15488,0.05,480,4,1.9999999999999998e-05,50000
131,63079,248,-28.417999999999996,0.02,254.63,2e-05,0.0074784494936466,15744,0.05,479,4,1.9999999999999998e-05,50000
133,64103,252,-25.616000000000003,0.02,254.63,2e-05,0.032846376299858,16000,0.05,478,4,1.9999999999999998e-05,50000
136,65127,256,-23.705999999999996,0.02,254.63,2e-05,0.0677287057042121,16256,0.05,477,4,1.9999999999999998e-05,50000
138,66151,260,-21.903999999999996,0.02,254.63,2e-05,0.0283812414854764,16512,0.05,476,4,1.9999999999999998e-05,50000
140,67072,264,-19.564,0.03,253.6,2e-05,0.0363754779100418,16742,0.05,475,4,1.9999999999999998e-05,50000
143,68096,268,-17.83,0.03,253.6,2e-05,0.0327403508126735,16998,0.05,475,4,1.9999999999999998e-05,50000
145,69120,272,-17.317999999999998,0.02,253.78,2e-05,0.0351036749780178,17254,0.05,474,4,1.9999999999999998e-05,50000
147,70144,276,-16.115999999999996,0.02,253.78,2e-05,0.0366773717105388,17510,0.05,474,4,1.9999999999999998e-05,50000
150,71168,280,-14.682,0.02,253.78,2e-05,0.00435560522601,17766,0.05,473,4,1.9999999999999998e-05,50000
152,72192,284,-15.309999999999995,0.01,254.97,2e-05,0.0367364287376403,18022,0.05,472,4,1.9999999999999998e-05,50000
155,73216,288,-14.922000000000002,0.01,254.97,2e-05,0.0057847676798701,18278,0.05,472,4,1.9999999999999998e-05,50000
157,74240,292,-14.371999999999998,0.01,254.97,2e-05,0.0052168844267725,18534,0.05,471,4,1.9999999999999998e-05,50000
159,75264,296,-14.268000000000002,0.01,254.97,2e-05,0.0041848830878734,18790,0.05,471,4,1.9999999999999998e-05,50000
162,76288,300,-13.874,0.01,254.97,2e-05,0.0032171690836548,19046,0.05,470,4,1.9999999999999998e-05,50000
164,77312,304,-14.549999999999995,0.01,254.97,2e-05,0.0053493063896894,19302,0.05,469,4,1.9999999999999998e-05,50000
166,78336,308,-14.480000000000002,0.01,254.97,2e-05,0.0561645552515983,19558,0.05,469,4,1.9999999999999998e-05,50000
169,79360,312,-14.6,0.01,254.97,2e-05,0.0055433246307075,19814,0.05,468,4,1.9999999999999998e-05,50000
171,80384,316,-14.707999999999997,0.01,254.97,2e-05,0.0269605685025453,20070,0.05,468,4,1.9999999999999998e-05,50000
174,81408,320,-14.73,0.01,254.97,2e-05,0.0064119948074221,20326,0.05,467,4,1.9999999999999998e-05,50000
176,82432,324,-14.818,0.01,254.97,2e-05,0.0067114289849996,20582,0.05,467,4,1.9999999999999998e-05,50000
178,83456,328,-14.753999999999998,0.01,254.97,2e-05,0.0590396448969841,20838,0.05,466,4,1.9999999999999998e-05,50000
181,84480,332,-14.76,0.01,254.97,2e-05,0.0021669354755431,21094,0.05,465,4,1.9999999999999998e-05,50000
183,85504,336,-14.692000000000002,0.01,254.97,2e-05,0.0671047866344451,21350,0.05,465,4,1.9999999999999998e-05,50000
185,86528,340,-14.752,0.01,254.97,2e-05,0.0838029384613037,21606,0.05,465,4,1.9999999999999998e-05,50000
188,87552,344,-14.855999999999996,0.01,254.97,2e-05,0.0815364643931388,21862,0.05,464,4,1.9999999999999998e-05,50000
190,88566,348,-14.242000000000004,0.02,254.87,2e-05,0.0038956447970122,22116,0.05,464,4,1.9999999999999998e-05,50000
192,89590,352,-14.148,0.02,254.87,2e-05,0.0308701898902654,22372,0.05,464,4,1.9999999999999998e-05,50000
195,90614,356,-13.852,0.02,254.87,2e-05,0.0258186496794223,22628,0.05,464,4,1.9999999999999998e-05,50000
197,91638,360,-13.75,0.02,254.87,2e-05,0.376941442489624,22884,0.05,463,4,1.9999999999999998e-05,50000
199,92662,364,-14.612,0.01,255.9,2e-05,0.0027391444891691,23140,0.05,463,4,1.9999999999999998e-05,50000
202,93686,368,-14.538000000000002,0.01,255.9,2e-05,0.0049061439931392,23396,0.05,463,4,1.9999999999999998e-05,50000
204,94710,372,-14.496000000000004,0.01,255.9,2e-05,0.368884265422821,23652,0.05,463,4,1.9999999999999998e-05,50000
206,95623,376,-13.772,0.02,254.79,2e-05,0.0404549166560173,23880,0.05,462,4,1.9999999999999998e-05,50000
208,96647,380,-13.626,0.02,254.79,2e-05,0.0026632160879671,24136,0.05,462,4,1.9999999999999998e-05,50000
211,97671,384,-13.111999999999998,0.02,254.79,2e-05,0.0046618953347206,24392,0.05,462,4,1.9999999999999998e-05,50000
213,98695,388,-13.142,0.02,254.79,2e-05,0.0084857568144798,24648,0.05,462,4,1.9999999999999998e-05,50000
215,99719,392,-12.983999999999998,0.02,254.79,2e-05,0.0014704975765198,24904,0.05,462,4,1.9999999999999998e-05,50000
218,100743,396,-13.143999999999998,0.02,254.79,2e-05,0.0072907083667814,25160,0.05,461,4,1.9999999999999998e-05,50000
220,101767,400,-13.214,0.02,254.79,2e-05,0.0610375069081783,25416,0.05,461,4,1.9999999999999998e-05,50000
222,102791,404,-12.521999999999998,0.02,254.79,2e-05,0.032738909125328,25672,0.05,461,4,1.9999999999999998e-05,50000
225,103815,408,-12.175999999999998,0.02,254.79,2e-05,0.0288140289485454,25928,0.05,461,4,1.9999999999999998e-05,50000
227,104839,412,-12.299999999999995,0.02,254.79,2e-05,0.0028442849870771,26184,0.05,460,4,1.9999999999999998e-05,50000
229,105863,416,-11.994000000000002,0.02,254.79,2e-05,0.0049386834725737,26440,0.05,460,4,1.9999999999999998e-05,50000
232,106887,420,-11.704,0.02,254.79,2e-05,0.0308790858834981,26696,0.05,460,4,1.9999999999999998e-05,50000
234,107911,424,-12.500000000000002,0.02,254.79,2e-05,0.0641582310199737,26952,0.05,460,4,1.9999999999999998e-05,50000
236,108869,428,-11.484000000000002,0.03,254.13,2e-05,0.005001675337553,27192,0.05,460,4,1.9999999999999998e-05,50000
238,109893,432,-11.544000000000004,0.03,254.13,2e-05,0.0020538752432912,27448,0.05,460,4,1.9999999999999998e-05,50000
241,110917,436,-11.716,0.03,254.13,2e-05,0.0020406066905707,27704,0.05,459,4,1.9999999999999998e-05,50000
243,111941,440,-11.653999999999998,0.03,254.13,2e-05,0.0016230958281084,27960,0.05,459,4,1.9999999999999998e-05,50000
245,112965,444,-11.53,0.03,254.13,2e-05,0.0320763401687145,28216,0.05,459,4,1.9999999999999998e-05,50000
248,113989,448,-12.384000000000004,0.02,254.23,2e-05,0.0018906787736341,28472,0.05,459,4,1.9999999999999998e-05,50000
250,115013,452,-12.332,0.02,254.23,2e-05,0.002788450801745,28728,0.05,459,4,1.9999999999999998e-05,50000
252,116037,456,-12.438000000000002,0.02,254.23,2e-05,0.0021678928751498,28984,0.05,459,4,1.9999999999999998e-05,50000
254,116925,460,-11.61,0.03,252.87,2e-05,0.0038539203815162,29206,0.05,459,4,1.9999999999999998e-05,50000
257,117949,464,-11.893999999999998,0.03,252.87,2e-05,0.0273700468242168,29462,0.05,458,4,1.9999999999999998e-05,50000
259,118973,468,-12.074000000000003,0.03,252.87,2e-05,0.0050260764546692,29718,0.05,458,4,1.9999999999999998e-05,50000
261,119997,472,-12.134,0.03,252.87,2e-05,0.0361838415265083,29974,0.05,458,4,1.9999999999999998e-05,50000
263,121001,476,-12.262,0.03,253.78,2e-05,0.0281021520495414,30225,0.05,458,4,1.9999999999999998e-05,50000
266,122025,480,-12.330000000000002,0.03,253.78,2e-05,0.0267328117042779,30481,0.05,458,4,1.9999999999999998e-05,50000
268,123049,484,-12.688,0.03,253.78,2e-05,0.0297234952449798,30737,0.05,458,4,1.9999999999999998e-05,50000
270,124073,488,-12.682,0.03,253.78,2e-05,0.0028802102897316,30993,0.05,458,4,1.9999999999999998e-05,50000
273,125097,492,-12.552,0.03,253.78,2e-05,0.0653651803731918,31249,0.05,457,4,1.9999999999999998e-05,50000
275,126121,496,-12.611999999999998,0.03,253.78,2e-05,0.0249303989112377,31505,0.05,457,4,1.9999999999999998e-05,50000
277,127145,500,-12.119999999999996,0.03,253.78,2e-05,0.0550871714949607,31761,0.05,457,4,1.9999999999999998e-05,50000
280,128169,504,-12.09,0.03,253.78,2e-05,0.0021078155841678,32017,0.05,457,4,1.9999999999999998e-05,50000
282,129193,508,-12.224000000000004,0.03,253.78,2e-05,0.0322140902280807,32273,0.05,457,4,1.9999999999999998e-05,50000
284,130217,512,-12.078,0.03,253.78,2e-05,0.0018284840043634,32529,0.05,457,4,1.9999999999999998e-05,50000
287,131241,516,-11.958,0.03,253.78,2e-05,0.0579695925116539,32785,0.05,457,4,1.9999999999999998e-05,50000
289,132265,520,-12.425999999999998,0.03,253.78,2e-05,0.030982119962573,33041,0.05,457,4,1.9999999999999998e-05,50000
291,133289,524,-11.958000000000002,0.03,253.78,2e-05,0.0813925117254257,33297,0.05,456,4,1.9999999999999998e-05,50000
293,134313,528,-13.134000000000004,0.02,254.44,2e-05,0.0025607645511627,33553,0.05,456,4,1.9999999999999998e-05,50000
296,135337,532,-13.168,0.02,254.44,2e-05,0.0309496149420738,33809,0.05,456,4,1.9999999999999998e-05,50000
298,136361,536,-13.406,0.02,254.44,2e-05,0.0851439386606216,34065,0.05,456,4,1.9999999999999998e-05,50000
300,137385,540,-13.546,0.02,254.44,2e-05,0.0036647045053541,34321,0.05,456,4,1.9999999999999998e-05,50000
303,138409,544,-13.691999999999998,0.02,254.44,2e-05,0.0315956436097621,34577,0.05,456,4,1.9999999999999998e-05,50000
305,139433,548,-13.534,0.02,254.44,2e-05,0.0235249698162078,34833,0.05,456,4,1.9999999999999998e-05,50000
307,140457,552,-13.961999999999998,0.02,254.44,2e-05,0.0023056713398545,35089,0.05,456,4,1.9999999999999998e-05,50000
310,141481,556,-14.276000000000003,0.02,254.44,2e-05,0.0039505064487457,35345,0.05,456,4,1.9999999999999998e-05,50000
312,142505,560,-15.186000000000002,0.01,255.8,2e-05,0.0105583537369966,35601,0.05,456,4,1.9999999999999998e-05,50000
314,143529,564,-14.950000000000005,0.01,255.8,2e-05,0.03098582662642,35857,0.05,455,4,1.9999999999999998e-05,50000
317,144553,568,-14.942000000000002,0.01,255.8,2e-05,0.0604966692626476,36113,0.05,455,4,1.9999999999999998e-05,50000
319,145577,572,-14.996000000000004,0.01,255.8,2e-05,0.0027020997367799,36369,0.05,455,4,1.9999999999999998e-05,50000
321,146601,576,-15.58,0.0,256.0,2e-05,0.0229518786072731,36625,0.05,455,4,1.9999999999999998e-05,50000
324,147625,580,-15.518,0.0,256.0,2e-05,0.0029531279578804,36881,0.05,455,4,1.9999999999999998e-05,50000
326,148649,584,-15.38,0.0,256.0,2e-05,0.0655187591910362,37137,0.05,455,4,1.9999999999999998e-05,50000
328,149673,588,-15.448,0.0,256.0,2e-05,0.0976545736193656,37393,0.05,455,4,1.9999999999999998e-05,50000
330,150697,592,-15.702,0.0,256.0,2e-05,0.0050406460650265,37649,0.05,455,4,1.9999999999999998e-05,50000
333,151721,596,-15.674,0.0,256.0,2e-05,0.0022524390369653,37905,0.05,455,4,1.9999999999999998e-05,50000
335,152745,600,-16.248,0.0,256.0,2e-05,0.0329444147646427,38161,0.05,455,4,1.9999999999999998e-05,50000
337,153769,604,-16.244,0.0,256.0,2e-05,0.0014889138983562,38417,0.05,455,4,1.9999999999999998e-05,50000
340,154793,608,-16.424,0.0,256.0,2e-05,0.0016511367866769,38673,0.05,455,4,1.9999999999999998e-05,50000
342,155817,612,-16.612000000000002,0.0,256.0,2e-05,0.0099733304232358,38929,0.05,454,4,1.9999999999999998e-05,50000
344,156841,616,-16.914,0.0,256.0,2e-05,0.0029347431845963,39185,0.05,454,4,1.9999999999999998e-05,50000
347,157865,620,-16.490000000000002,0.0,256.0,2e-05,0.0891842395067215,39441,0.05,454,4,1.9999999999999998e-05,50000
349,158889,624,-16.084,0.0,256.0,2e-05,0.0334925912320613,39697,0.05,454,4,1.9999999999999998e-05,50000
351,159913,628,-16.056,0.0,256.0,2e-05,0.0054090125486254,39953,0.05,454,4,1.9999999999999998e-05,50000
354,160937,632,-16.308000000000003,0.0,256.0,2e-05,0.0843827426433563,40209,0.05,454,4,1.9999999999999998e-05,50000
356,161961,636,-16.138,0.0,256.0,2e-05,0.0278966706246137,40465,0.05,454,4,1.9999999999999998e-05,50000
358,162985,640,-15.956,0.0,256.0,2e-05,0.0039948290213942,40721,0.05,454,4,1.9999999999999998e-05,50000
360,164009,644,-16.058,0.0,256.0,2e-05,0.002413875889033,40977,0.05,454,4,1.9999999999999998e-05,50000
363,165033,648,-16.17,0.0,256.0,2e-05,0.0031445384956896,41233,0.05,454,4,1.9999999999999998e-05,50000
365,166057,652,-15.848000000000004,0.0,256.0,2e-05,0.0015468532219529,41489,0.05,454,4,1.9999999999999998e-05,50000
367,167081,656,-15.608000000000002,0.0,256.0,2e-05,0.0329953879117965,41745,0.05,454,4,1.9999999999999998e-05,50000
370,168105,660,-15.563999999999998,0.0,256.0,2e-05,0.0024794801138341,42001,0.05,453,4,1.9999999999999998e-05,50000
372,169129,664,-15.662,0.0,256.0,2e-05,0.0295829828828573,42257,0.05,453,4,1.9999999999999998e-05,50000
375,170153,668,-15.599999999999998,0.0,256.0,2e-05,0.0064010387286543,42513,0.05,453,4,1.9999999999999998e-05,50000
377,171177,672,-15.732,0.0,256.0,2e-05,0.0040303976275026,42769,0.05,453,4,1.9999999999999998e-05,50000
379,172201,676,-15.768,0.0,256.0,2e-05,0.0301366411149501,43025,0.05,453,4,1.9999999999999998e-05,50000
381,173225,680,-15.840000000000002,0.0,256.0,2e-05,0.0611889027059078,43281,0.05,453,4,1.9999999999999998e-05,50000
384,174249,684,-15.684,0.0,256.0,2e-05,0.0019003835041075,43537,0.05,453,4,1.9999999999999998e-05,50000
386,175273,688,-15.998,0.0,256.0,2e-05,0.0355970934033393,43793,0.05,453,4,1.9999999999999998e-05,50000
388,176297,692,-16.328000000000003,0.0,256.0,2e-05,0.0581313148140907,44049,0.05,453,4,1.9999999999999998e-05,50000
391,177321,696,-16.323999999999998,0.0,256.0,2e-05,0.0559693574905395,44305,0.05,453,4,1.9999999999999998e-05,50000
393,178345,700,-15.766000000000002,0.0,256.0,2e-05,0.0339687094092369,44561,0.05,452,4,1.9999999999999998e-05,50000
396,179369,704,-15.948000000000002,0.0,256.0,2e-05,0.0031280019320547,44817,0.05,452,4,1.9999999999999998e-05,50000
398,180393,708,-15.798000000000004,0.0,256.0,2e-05,0.0021881130523979,45073,0.05,452,4,1.9999999999999998e-05,50000
400,181417,712,-15.580000000000002,0.0,256.0,2e-05,0.0276674516499042,45329,0.05,452,4,1.9999999999999998e-05,50000
403,182441,716,-15.25,0.0,256.0,2e-05,0.0517546832561492,45585,0.05,452,4,1.9999999999999998e-05,50000
405,183465,720,-15.391999999999998,0.0,256.0,2e-05,0.0287672914564609,45841,0.05,452,4,1.9999999999999998e-05,50000
407,184489,724,-15.702000000000004,0.0,256.0,2e-05,0.0037706757429987,46097,0.05,452,4,1.9999999999999998e-05,50000
410,185513,728,-15.845999999999998,0.0,256.0,2e-05,0.0028886422514915,46353,0.05,452,4,1.9999999999999998e-05,50000
412,186537,732,-15.651999999999996,0.0,256.0,2e-05,0.0339492671191692,46609,0.05,452,4,1.9999999999999998e-05,50000
414,187561,736,-16.03,0.0,256.0,2e-05,0.0047968029975891,46865,0.05,452,4,1.9999999999999998e-05,50000
417,188585,740,-15.866000000000003,0.0,256.0,2e-05,0.0486167781054973,47121,0.05,452,4,1.9999999999999998e-05,50000
419,189609,744,-15.562000000000005,0.0,256.0,2e-05,0.0342681035399436,47377,0.05,452,4,1.9999999999999998e-05,50000
421,190633,748,-15.505999999999998,0.0,256.0,2e-05,0.0034654235932976,47633,0.05,452,4,1.9999999999999998e-05,50000
424,191657,752,-15.576,0.0,256.0,2e-05,0.0012250822037458,47889,0.05,451,4,1.9999999999999998e-05,50000
426,192681,756,-15.484000000000002,0.0,256.0,2e-05,0.0265916604548692,48145,0.05,451,4,1.9999999999999998e-05,50000
428,193705,760,-15.554,0.0,256.0,2e-05,0.0311553720384836,48401,0.05,451,4,1.9999999999999998e-05,50000
430,194729,764,-15.494000000000002,0.0,256.0,2e-05,0.0268405396491289,48657,0.05,451,4,1.9999999999999998e-05,50000
433,195753,768,-15.604,0.0,256.0,2e-05,0.0546607077121734,48913,0.05,451,4,1.9999999999999998e-05,50000
435,196777,772,-15.724,0.0,256.0,2e-05,0.0307537298649549,49169,0.05,451,4,1.9999999999999998e-05,50000
437,197801,776,-15.874,0.0,256.0,2e-05,0.0291208215057849,49425,0.05,451,4,1.9999999999999998e-05,50000
440,198825,780,-16.014,0.0,256.0,2e-05,0.0284671653062105,49681,0.05,451,4,1.9999999999999998e-05,50000
442,199849,784,-15.948,0.0,256.0,2e-05,0.0027861024718731,49937,0.05,451,4,1.9999999999999998e-05,50000
444,200873,788,-15.440000000000005,0.0,256.0,2e-05,0.0257868468761444,50193,0.05,451,4,1.9999999999999998e-05,50000
447,201897,792,-15.443999999999996,0.0,256.0,2e-05,0.0026654996909201,50449,0.05,451,4,1.9999999999999998e-05,50000
449,202921,796,-15.27,0.0,256.0,2e-05,0.0045035043731331,50705,0.05,451,4,1.9999999999999998e-05,50000
451,203945,800,-15.563999999999998,0.0,256.0,2e-05,0.0329505056142807,50961,0.05,451,4,1.9999999999999998e-05,50000
454,204969,804,-15.46,0.0,256.0,2e-05,0.0083670169115066,51217,0.05,451,4,1.9999999999999998e-05,50000
456,205993,808,-15.446000000000002,0.0,256.0,2e-05,0.0317401401698589,51473,0.05,451,4,1.9999999999999998e-05,50000
458,207017,812,-15.551999999999998,0.0,256.0,2e-05,0.0250570960342884,51729,0.05,451,4,1.9999999999999998e-05,50000
461,208041,816,-15.762,0.0,256.0,2e-05,0.003493056865409,51985,0.05,451,4,1.9999999999999998e-05,50000
463,209065,820,-15.946000000000002,0.0,256.0,2e-05,0.0031726728193461,52241,0.05,451,4,1.9999999999999998e-05,50000
465,210089,824,-15.988,0.0,256.0,2e-05,0.0619755983352661,52497,0.05,451,4,1.9999999999999998e-05,50000
467,211113,828,-15.82,0.0,256.0,2e-05,0.0072217611595988,52753,0.05,451,4,1.9999999999999998e-05,50000
470,212137,832,-15.714,0.0,256.0,2e-05,0.027368675917387,53009,0.05,451,4,1.9999999999999998e-05,50000
472,213161,836,-15.268,0.0,256.0,2e-05,0.0284165404736995,53265,0.05,451,4,1.9999999999999998e-05,50000
474,214185,840,-15.645999999999995,0.0,256.0,2e-05,0.0231986660510301,53521,0.05,450,4,1.9999999999999998e-05,50000
477,215209,844,-15.765999999999996,0.0,256.0,2e-05,0.0288008507341146,53777,0.05,450,4,1.9999999999999998e-05,50000
479,216233,848,-15.771999999999998,0.0,256.0,2e-05,0.0322663225233554,54033,0.05,450,4,1.9999999999999998e-05,50000
