time/total_timesteps,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/n_updates,train/loss,phase
706560,-0.0001451292091587,0.0353663006888382,4.307366907596588e-10,3440.0,0.0045111705549061,1
708608,-0.0001484021027863,0.8153849385504145,-3.0617229640483853e-09,3450.0,0.4132701456546783,1
710656,-0.0001486600451244,0.0567081579138175,-1.705484464764595e-09,3460.0,0.0010992498137056,1
712704,-0.0001495321892434,0.0368578943649481,2.1187588572502135e-09,3470.0,0.0049486709758639,1
714752,-0.0001480837134295,0.0323374932529986,7.764901965856552e-09,3480.0,0.0010145095875486,1
716800,-0.0001548510623251,0.1846588160973624,2.578599378466606e-09,3490.0,0.2916819453239441,1
718848,-0.0001610595483725,0.1326941190169236,-9.71485860645771e-09,3500.0,0.0016742032021284,1
720896,-0.0001575430327648,0.1468949468864593,-1.3620592653751372e-08,3510.0,0.0070534241385757,1
722944,-0.0001652898192332,0.0312236291776571,-6.74976035952568e-08,3520.0,0.0063177929259836,1
724992,-0.0001620408014787,0.3489912964461837,-1.5931436792016032e-08,3530.0,0.2981224060058594,1
727040,-0.0001712495606625,0.590442268375773,3.7136487662792204e-09,3540.0,1.7182910442352295,1
729088,-0.0001666932070293,0.107436904316637,8.243368938565254e-08,3550.0,0.0050724549219012,1
731136,-0.0001732455582896,0.0837680121203447,2.0023435354232787e-09,3560.0,0.0006627615657635,1
733184,-0.0001787716839316,0.1180027028585755,-4.959292709827423e-09,3570.0,0.1385546624660492,1
735232,-0.0001844132635596,0.322147876190138,6.647314876317978e-09,3580.0,0.100795529782772,1
737280,-0.0001869651885499,0.0957478452211944,3.055902197957039e-09,3590.0,0.1138514205813407,1
739328,-0.0001920328679261,0.0718411252215446,-1.441367203369737e-07,3600.0,0.0026397346518933,1
741376,-0.0002043249556663,0.0296519867127244,1.4546385500580073e-07,3610.0,0.0001750826777424,1
743424,-0.000211310044142,0.1780934768274164,-1.2433156371116638e-08,3620.0,0.214285671710968,1
745472,-0.0002172953360059,0.0528383075154124,-6.152549758553505e-09,3630.0,0.0019210027530789,1
747520,-0.0002293348134116,0.0268705556422901,-6.023910827934744e-08,3640.0,7.719729183008894e-05,1
749568,-0.0002339734475754,0.6100841840037902,-4.9558002501726156e-08,3650.0,0.8039107918739319,1
751616,-0.000247446967478,0.0535982453067845,-2.156011760234833e-08,3660.0,0.0788068249821662,1
753664,-0.0002646879052917,0.0794185829975504,2.5954796001315116e-08,3670.0,0.0002805856638588,1
755712,-0.0002817974083882,0.2387512102744949,2.9103830456733704e-11,3680.0,0.2950066030025482,1
757760,-0.0002743364620982,0.4703346554480959,-6.53788447380066e-08,3690.0,0.0033435439690947,1
759808,-0.0002823476464982,0.0316737140517943,-2.302753273397684e-07,3700.0,0.0005402253009378,1
761856,-0.0003241735157644,0.0019050977829465,-1.6498379409313202e-07,3710.0,0.0011106855235993,1
763904,-0.0003610750121879,0.1135886730313359,-9.408686310052872e-08,3720.0,0.0560880005359649,1
765952,-0.0004369779286207,0.7528428187331884,7.916241884231566e-10,3730.0,0.1114283725619316,1
768000,-0.0004672743383707,0.0705251569289032,3.0256342142820356e-08,3740.0,8.671771502122283e-05,1
770048,-0.0004656824363337,0.3989799137925729,-3.100431058555842e-07,3750.0,0.000786297081504,1
