time/total_timesteps,train/value_loss,train/entropy_loss,train/loss,train/policy_gradient_loss,train/n_updates,phase
536576,0.524421729426831,-0.0002574323527369,0.1218192502856254,-1.4028046280145643e-08,2610.0,1
538624,0.1239025884889997,-0.0002834543953213,0.0006759522948414,-8.591450750827789e-09,2620.0,1
540672,0.0312755426712101,-0.000326783114724,0.0002053265488939,9.988434612751008e-09,2630.0,1
542720,0.1724221344920806,-0.0003837999422103,0.0029851088766008,-7.724156603217124e-09,2640.0,1
544768,0.0092007939790619,-0.0005327308732375,0.0049197236075997,-1.2627860996872189e-06,2650.0,1
546816,0.2131127217100584,-0.0008178602569387,0.0892553329467773,-2.2739404812455177e-07,2660.0,1
548864,0.0742316650255816,-0.0005346775018551,0.0331240445375442,-0.0008838005072902,2670.0,1
550912,0.0761590095062274,-0.0005318454226653,0.06248414888978,-2.6116613298654557e-07,2680.0,1
552960,0.0383998294861157,-0.0005265207029879,0.0467606782913208,-1.534644979983568e-08,2690.0,1
555008,0.0395850988323218,-0.0005520415252249,0.0303681325167417,-7.884926162660122e-07,2700.0,1
557056,0.0470578897176892,-0.0005974739928205,0.0237594936043024,-3.780820406973362e-07,2710.0,1
559104,0.0196196066157426,-0.0006610472628381,0.0010815243003889,-1.8346472643315793e-07,2720.0,1
561152,0.2256827317469287,-0.0005481910236994,0.2380682528018951,-7.169437594711782e-08,2730.0,1
563200,0.0350475765619194,-0.0006508095801109,0.0020015023183077,-7.940107025206089e-07,2740.0,1
565248,0.1312888208405638,-0.0006749095482518,0.0799836590886116,-2.277083694934845e-07,2750.0,1
567296,0.1324324530782178,-0.0004839466058911,0.0610494390130043,-0.0016244787897448,2760.0,1
