time/time_elapsed,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/learning_rate,train/loss,rollout/success_rate,time/fps,phase,phase_learning_rate,phase_buffer_size
169,332,84866,0.05,256.0,21191,-15.801999999999998,0.0001,0.1171967610716819,0.0,499,1,0.0001,200000
172,336,85890,0.05,256.0,21447,-15.801999999999998,0.0001,0.0080260634422302,0.0,499,1,0.0001,200000
174,340,86914,0.05,256.0,21703,-15.743999999999996,0.0001,0.0086230440065264,0.0,498,1,0.0001,200000
176,344,87938,0.05,256.0,21959,-15.951999999999998,0.0001,0.057634450495243,0.0,498,1,0.0001,200000
178,348,88962,0.05,256.0,22215,-15.739999999999997,0.0001,0.0092533472925424,0.0,497,1,0.0001,200000
180,352,89986,0.05,256.0,22471,-15.940000000000005,0.0001,0.0132164256647229,0.0,497,1,0.0001,200000
183,356,91010,0.05,256.0,22727,-16.11,0.0001,0.0041389400139451,0.0,496,1,0.0001,200000
185,360,92034,0.05,256.0,22983,-16.096000000000004,0.0001,0.0700777471065521,0.0,496,1,0.0001,200000
187,364,93058,0.05,256.0,23239,-15.952,0.0001,0.0409561768174171,0.0,495,1,0.0001,200000
189,368,94082,0.05,256.0,23495,-15.81,0.0001,0.0633689314126968,0.0,495,1,0.0001,200000
192,372,95106,0.05,256.0,23751,-16.014,0.0001,0.0043402104638516,0.0,495,1,0.0001,200000
194,376,96130,0.05,256.0,24007,-15.93,0.0001,0.0052593066357076,0.0,494,1,0.0001,200000
196,380,97154,0.05,256.0,24263,-15.922,0.0001,0.0400139801204204,0.0,494,1,0.0001,200000
198,384,98178,0.05,256.0,24519,-16.05,0.0001,0.0383271872997283,0.0,493,1,0.0001,200000
201,388,99202,0.05,256.0,24775,-16.142,0.0001,0.0345757156610488,0.0,493,1,0.0001,200000
203,392,100226,0.05,256.0,25031,-16.09,0.0001,0.0406381860375404,0.0,493,1,0.0001,200000
205,396,101250,0.05,256.0,25287,-16.451999999999998,0.0001,0.0033523871097713,0.0,492,1,0.0001,200000
207,400,102274,0.05,256.0,25543,-16.598,0.0001,0.0035257306881248,0.0,492,1,0.0001,200000
209,404,103298,0.05,256.0,25799,-16.535999999999998,0.0001,0.0833436846733093,0.0,491,1,0.0001,200000
212,408,104322,0.05,256.0,26055,-16.598000000000003,0.0001,0.0371651165187358,0.0,491,1,0.0001,200000
214,412,105346,0.05,256.0,26311,-16.894000000000002,0.0001,0.0073776878416538,0.0,491,1,0.0001,200000
216,416,106370,0.05,256.0,26567,-17.08,0.0001,0.0032621705904603,0.0,490,1,0.0001,200000
218,420,107394,0.05,256.0,26823,-17.448,0.0001,0.0387767739593982,0.0,490,1,0.0001,200000
221,424,108418,0.05,256.0,27079,-17.476,0.0001,0.0037952312268316,0.0,490,1,0.0001,200000
223,428,109442,0.05,256.0,27335,-17.965999999999998,0.0001,0.004447070416063,0.0,489,1,0.0001,200000
225,432,110466,0.05,256.0,27591,-17.994,0.0001,0.0406448282301425,0.0,489,1,0.0001,200000
227,436,111490,0.05,256.0,27847,-17.81,0.0001,0.0349192582070827,0.0,489,1,0.0001,200000
230,440,112514,0.05,256.0,28103,-17.798,0.0001,0.1432981789112091,0.0,489,1,0.0001,200000
232,444,113538,0.05,256.0,28359,-17.522000000000002,0.0001,0.0032888348214328,0.0,488,1,0.0001,200000
234,448,114562,0.05,256.0,28615,-17.676,0.0001,0.0017080232501029,0.0,488,1,0.0001,200000
236,452,115586,0.05,256.0,28871,-17.418,0.0001,0.0027072029188275,0.0,488,1,0.0001,200000
238,456,116610,0.05,256.0,29127,-17.362000000000002,0.0001,0.0349313430488109,0.0,488,1,0.0001,200000
241,460,117634,0.05,256.0,29383,-17.45,0.0001,0.0180244501680135,0.0,487,1,0.0001,200000
243,464,118658,0.05,256.0,29639,-17.375999999999998,0.0001,0.0095019042491912,0.0,487,1,0.0001,200000
245,468,119682,0.05,256.0,29895,-17.192000000000004,0.0001,0.0363130681216716,0.0,487,1,0.0001,200000
247,472,120706,0.05,256.0,30151,-17.112000000000002,0.0001,0.0110090831294655,0.0,486,1,0.0001,200000
250,476,121730,0.05,256.0,30407,-17.192000000000004,0.0001,0.0090414136648178,0.0,486,1,0.0001,200000
252,480,122754,0.05,256.0,30663,-17.256000000000004,0.0001,0.0018820392433553,0.0,486,1,0.0001,200000
254,484,123778,0.05,256.0,30919,-17.170000000000005,0.0001,0.0027409822214394,0.0,486,1,0.0001,200000
256,488,124802,0.05,256.0,31175,-17.214000000000002,0.0001,0.0038894403260201,0.0,485,1,0.0001,200000
259,492,125826,0.05,256.0,31431,-17.44,0.0001,0.0765923038125038,0.0,485,1,0.0001,200000
261,496,126850,0.05,256.0,31687,-16.580000000000002,0.0001,0.0018002283759415,0.0,485,1,0.0001,200000
263,500,127874,0.05,256.0,31943,-16.409999999999997,0.0001,0.0031628629658371,0.0,485,1,0.0001,200000
265,504,128898,0.05,256.0,32199,-16.412,0.0001,0.0318419001996517,0.0,485,1,0.0001,200000
267,508,129922,0.05,256.0,32455,-16.226000000000003,0.0001,0.0718844980001449,0.0,484,1,0.0001,200000
270,512,130946,0.05,256.0,32711,-15.964,0.0001,0.0013446889352053,0.0,484,1,0.0001,200000
272,516,131970,0.05,256.0,32967,-15.878,0.0001,0.0023013036698102,0.0,484,1,0.0001,200000
274,520,132994,0.05,256.0,33223,-15.542,0.0001,0.0023524707648903,0.0,484,1,0.0001,200000
276,524,133859,0.05,254.41,33439,-14.624,0.0001,0.0062358723953366,0.01,484,1,0.0001,200000
278,528,134883,0.05,254.41,33695,-14.209999999999996,0.0001,0.0026071157772094,0.01,483,1,0.0001,200000
280,532,135907,0.05,254.41,33951,-14.13,0.0001,0.0013492256402969,0.01,483,1,0.0001,200000
283,536,136925,0.05,254.35,34206,-13.03,0.0001,0.0712948888540268,0.02,483,1,0.0001,200000
285,540,137949,0.05,254.35,34462,-12.992,0.0001,0.0379068739712238,0.02,483,1,0.0001,200000
287,544,138973,0.05,254.35,34718,-13.046,0.0001,0.0091484496369957,0.02,483,1,0.0001,200000
289,548,139997,0.05,254.35,34974,-13.040000000000004,0.0001,0.0336748696863651,0.02,482,1,0.0001,200000
292,552,141021,0.05,254.35,35230,-12.930000000000003,0.0001,0.0315610021352767,0.02,482,1,0.0001,200000
294,556,142045,0.05,254.35,35486,-12.786,0.0001,0.0079322783276438,0.02,482,1,0.0001,200000
296,560,143069,0.05,254.35,35742,-12.638000000000002,0.0001,0.0008870625169947,0.02,482,1,0.0001,200000
298,564,144093,0.05,254.35,35998,-12.675999999999997,0.0001,0.0346175543963909,0.02,482,1,0.0001,200000
301,568,145117,0.05,254.35,36254,-12.586,0.0001,0.0256554298102855,0.02,481,1,0.0001,200000
303,572,146141,0.05,254.35,36510,-12.542000000000003,0.0001,0.0216581057757139,0.02,481,1,0.0001,200000
305,576,147165,0.05,254.35,36766,-12.694000000000004,0.0001,0.0015430453931912,0.02,481,1,0.0001,200000
307,580,148189,0.05,254.35,37022,-12.674,0.0001,0.003061125986278,0.02,481,1,0.0001,200000
310,584,149213,0.05,254.35,37278,-12.612000000000002,0.0001,0.0501145310699939,0.02,481,1,0.0001,200000
312,588,150237,0.05,254.35,37534,-12.478,0.0001,0.0407715812325477,0.02,480,1,0.0001,200000
314,592,151261,0.05,254.35,37790,-12.332,0.0001,0.0567034408450126,0.02,480,1,0.0001,200000
316,596,152285,0.05,254.35,38046,-12.556,0.0001,0.060064859688282,0.02,480,1,0.0001,200000
319,600,153309,0.05,254.35,38302,-12.696,0.0001,0.1107415705919265,0.02,480,1,0.0001,200000
321,604,154333,0.05,254.35,38558,-13.076,0.0001,0.0097798770293593,0.02,480,1,0.0001,200000
323,608,155357,0.05,254.35,38814,-13.158,0.0001,0.0315720438957214,0.02,480,1,0.0001,200000
325,612,156381,0.05,254.35,39070,-13.278000000000002,0.0001,0.0021354954224079,0.02,480,1,0.0001,200000
327,616,157405,0.05,254.35,39326,-12.924,0.0001,0.0033714771270751,0.02,479,1,0.0001,200000
330,620,158429,0.05,254.35,39582,-13.208,0.0001,0.04383185505867,0.02,479,1,0.0001,200000
332,624,159453,0.05,255.94,39838,-14.022,0.0001,0.0076098330318927,0.01,479,1,0.0001,200000
334,628,160477,0.05,255.94,40094,-14.206,0.0001,0.0076050120405852,0.01,479,1,0.0001,200000
336,632,161501,0.05,255.94,40350,-14.096000000000002,0.0001,0.0909257382154464,0.01,479,1,0.0001,200000
339,636,162525,0.05,256.0,40606,-14.972,0.0001,0.0328508093953132,0.0,479,1,0.0001,200000
341,640,163549,0.05,256.0,40862,-15.054,0.0001,0.0015960177406668,0.0,479,1,0.0001,200000
343,644,164573,0.05,256.0,41118,-15.173999999999996,0.0001,0.0019579653162509,0.0,478,1,0.0001,200000
345,648,165597,0.05,256.0,41374,-14.984000000000002,0.0001,0.0071981982327997,0.0,478,1,0.0001,200000
348,652,166621,0.05,256.0,41630,-15.14,0.0001,0.0753691792488098,0.0,478,1,0.0001,200000
350,656,167645,0.05,256.0,41886,-14.832000000000004,0.0001,0.0352139472961425,0.0,478,1,0.0001,200000
352,660,168669,0.05,256.0,42142,-14.946000000000002,0.0001,0.0224473271518945,0.0,477,1,0.0001,200000
355,664,169588,0.05,254.95,42371,-14.06,0.0001,0.0395173542201519,0.01,477,1,0.0001,200000
357,668,170612,0.05,254.95,42627,-14.1,0.0001,0.0572950504720211,0.01,477,1,0.0001,200000
359,672,171636,0.05,254.95,42883,-13.887999999999998,0.0001,0.005094307474792,0.01,476,1,0.0001,200000
362,676,172660,0.05,254.95,43139,-13.956,0.0001,0.0660018399357795,0.01,476,1,0.0001,200000
364,680,173684,0.05,254.95,43395,-13.823999999999998,0.0001,0.0019833236001431,0.01,476,1,0.0001,200000
366,684,174708,0.05,254.95,43651,-13.802000000000003,0.0001,0.0644551068544387,0.01,476,1,0.0001,200000
369,688,175732,0.05,254.95,43907,-13.874000000000002,0.0001,0.0630077719688415,0.01,475,1,0.0001,200000
371,692,176756,0.05,254.95,44163,-13.866,0.0001,0.001649986137636,0.01,475,1,0.0001,200000
373,696,177780,0.05,254.95,44419,-14.058,0.0001,0.0018511759117245,0.01,475,1,0.0001,200000
376,700,178804,0.05,254.95,44675,-13.884,0.0001,0.0225130338221788,0.01,475,1,0.0001,200000
378,704,179828,0.05,254.95,44931,-13.919999999999998,0.0001,0.0252028051763772,0.01,475,1,0.0001,200000
380,708,180852,0.05,254.95,45187,-13.722,0.0001,0.0028294515796005,0.01,474,1,0.0001,200000
383,712,181876,0.05,254.95,45443,-13.616,0.0001,0.0021222198847681,0.01,474,1,0.0001,200000
385,716,182900,0.05,254.95,45699,-13.764000000000005,0.0001,0.0096558136865496,0.01,474,1,0.0001,200000
387,720,183924,0.05,254.95,45955,-13.472,0.0001,0.0024789222516119,0.01,474,1,0.0001,200000
390,724,184948,0.05,254.95,46211,-13.69,0.0001,0.0316417925059795,0.01,474,1,0.0001,200000
392,728,185972,0.05,254.95,46467,-13.674,0.0001,0.0596015490591526,0.01,473,1,0.0001,200000
394,732,186996,0.05,254.95,46723,-13.632,0.0001,0.0023616307880729,0.01,473,1,0.0001,200000
397,736,188020,0.05,254.95,46979,-13.786,0.0001,0.0385054871439933,0.01,473,1,0.0001,200000
399,740,189044,0.05,254.95,47235,-13.422,0.0001,0.0130661753937602,0.01,473,1,0.0001,200000
401,744,190068,0.05,254.95,47491,-13.562,0.0001,0.0013697193935513,0.01,472,1,0.0001,200000
404,748,191092,0.05,254.95,47747,-13.626,0.0001,0.0690274834632873,0.01,472,1,0.0001,200000
406,752,192116,0.05,254.95,48003,-13.804000000000004,0.0001,0.0024478333070874,0.01,472,1,0.0001,200000
409,756,193140,0.05,254.95,48259,-13.984000000000002,0.0001,0.004193490371108,0.01,472,1,0.0001,200000
411,760,194164,0.05,254.95,48515,-14.214,0.0001,0.0704729408025741,0.01,472,1,0.0001,200000
413,764,195188,0.05,256.0,48771,-15.401999999999996,0.0001,0.0709283873438835,0.0,471,1,0.0001,200000
416,768,196212,0.05,256.0,49027,-15.512,0.0001,0.0443170517683029,0.0,471,1,0.0001,200000
418,772,197236,0.05,256.0,49283,-15.576000000000004,0.0001,0.0018681975780054,0.0,471,1,0.0001,200000
420,776,198260,0.05,256.0,49539,-15.400000000000002,0.0001,0.0011227480135858,0.0,471,1,0.0001,200000
423,780,199284,0.05,256.0,49795,-15.692000000000002,0.0001,0.0016069444827735,0.0,471,1,0.0001,200000
425,784,200308,0.05,256.0,50051,-15.952,0.0001,0.0251404214650392,0.0,470,1,0.0001,200000
427,788,201332,0.05,256.0,50307,-15.952,0.0001,0.0357082262635231,0.0,470,1,0.0001,200000
429,792,202356,0.05,256.0,50563,-15.862000000000004,0.0001,0.0019195313798263,0.0,470,1,0.0001,200000
432,796,203380,0.05,256.0,50819,-15.878,0.0001,0.0006557540618814,0.0,470,1,0.0001,200000
434,800,204404,0.05,256.0,51075,-15.807999999999998,0.0001,0.0317414514720439,0.0,470,1,0.0001,200000
436,804,205428,0.05,256.0,51331,-15.382,0.0001,0.0013682682765647,0.0,470,1,0.0001,200000
439,808,206452,0.05,256.0,51587,-15.68,0.0001,0.0014085283037275,0.0,470,1,0.0001,200000
441,812,207476,0.05,256.0,51843,-15.94,0.0001,0.0015121350297704,0.0,470,1,0.0001,200000
443,816,208456,0.05,255.56,52088,-14.714,0.0001,0.0235749538987875,0.01,469,1,0.0001,200000
445,820,209480,0.05,255.56,52344,-15.003999999999998,0.0001,0.0556204356253147,0.01,469,1,0.0001,200000
448,824,210504,0.05,255.56,52600,-14.896,0.0001,0.0019621942192316,0.01,469,1,0.0001,200000
450,828,211528,0.05,255.56,52856,-14.618,0.0001,0.0025083711370825,0.01,469,1,0.0001,200000
452,832,212552,0.05,255.56,53112,-14.663999999999996,0.0001,0.0341588482260704,0.01,469,1,0.0001,200000
455,836,213576,0.05,255.56,53368,-14.684,0.0001,0.033031690865755,0.01,469,1,0.0001,200000
457,840,214600,0.05,255.56,53624,-14.809999999999995,0.0001,0.0253525469452142,0.01,469,1,0.0001,200000
459,844,215624,0.05,255.56,53880,-14.416,0.0001,0.0037572588771581,0.01,468,1,0.0001,200000
462,848,216648,0.05,255.56,54136,-14.518000000000002,0.0001,0.0384795553982257,0.01,468,1,0.0001,200000
464,852,217672,0.05,255.56,54392,-14.4,0.0001,0.0318529680371284,0.01,468,1,0.0001,200000
466,856,218696,0.05,255.56,54648,-14.464,0.0001,0.006806596647948,0.01,468,1,0.0001,200000
469,860,219720,0.05,255.56,54904,-13.920000000000002,0.0001,0.0012161025078967,0.01,468,1,0.0001,200000
471,864,220744,0.05,255.56,55160,-13.806,0.0001,0.0006028647767379,0.01,468,1,0.0001,200000
473,868,221768,0.05,255.56,55416,-13.936,0.0001,0.031088838353753,0.01,468,1,0.0001,200000
476,872,222792,0.05,255.56,55672,-13.946,0.0001,0.034373078495264,0.01,467,1,0.0001,200000
478,876,223816,0.05,255.56,55928,-14.104000000000005,0.0001,0.063243381679058,0.01,467,1,0.0001,200000
480,880,224840,0.05,255.56,56184,-14.276000000000002,0.0001,0.0322299562394619,0.01,467,1,0.0001,200000
483,884,225864,0.05,255.56,56440,-14.056,0.0001,0.0032810673583298,0.01,467,1,0.0001,200000
485,888,226888,0.05,255.56,56696,-13.776,0.0001,0.0106501448899507,0.01,466,1,0.0001,200000
488,892,227912,0.05,255.56,56952,-13.954,0.0001,0.0011248753871768,0.01,466,1,0.0001,200000
490,896,228936,0.05,255.56,57208,-13.691999999999997,0.0001,0.0738419443368911,0.01,466,1,0.0001,200000
493,900,229960,0.05,255.56,57464,-13.93,0.0001,0.0051907720044255,0.01,466,1,0.0001,200000
495,904,230984,0.05,255.56,57720,-14.18,0.0001,0.0684484541416168,0.01,466,1,0.0001,200000
497,908,232008,0.05,255.56,57976,-14.136,0.0001,0.0069678211584687,0.01,466,1,0.0001,200000
500,912,233032,0.05,255.56,58232,-14.088,0.0001,0.0021412530913949,0.01,465,1,0.0001,200000
502,916,234056,0.05,256.0,58488,-15.359999999999998,0.0001,0.0051978649571537,0.0,465,1,0.0001,200000
504,920,235080,0.05,256.0,58744,-15.068,0.0001,0.0304666254669427,0.0,465,1,0.0001,200000
507,924,236104,0.05,256.0,59000,-15.065999999999995,0.0001,0.002091787289828,0.0,465,1,0.0001,200000
509,928,237128,0.05,256.0,59256,-15.432,0.0001,0.3681653141975403,0.0,465,1,0.0001,200000
511,932,238152,0.05,256.0,59512,-15.698,0.0001,0.0317192003130912,0.0,465,1,0.0001,200000
514,936,239176,0.05,256.0,59768,-15.774,0.0001,0.0019510081037878,0.0,465,1,0.0001,200000
516,940,240200,0.05,256.0,60024,-15.818000000000003,0.0001,0.0321613140404224,0.0,465,1,0.0001,200000
518,944,241224,0.05,256.0,60280,-15.956,0.0001,0.055569127202034,0.0,464,1,0.0001,200000
521,948,242248,0.05,256.0,60536,-15.702,0.0001,0.004540033172816,0.0,464,1,0.0001,200000
523,952,243272,0.05,256.0,60792,-15.742,0.0001,0.0025859016459435,0.0,464,1,0.0001,200000
525,956,244296,0.05,256.0,61048,-16.293999999999997,0.0001,0.0531831681728363,0.0,464,1,0.0001,200000
528,960,245320,0.05,256.0,61304,-16.716,0.0001,0.0099082607775926,0.0,464,1,0.0001,200000
530,964,246344,0.05,256.0,61560,-16.754,0.0001,0.0285230241715908,0.0,464,1,0.0001,200000
532,968,247360,0.05,255.92,61814,-15.730000000000002,0.0001,0.0020874575711786,0.01,464,1,0.0001,200000
535,972,248384,0.05,255.92,62070,-15.742,0.0001,0.0628146529197692,0.01,464,1,0.0001,200000
537,976,249408,0.05,255.92,62326,-15.595999999999998,0.0001,0.0014282038901001,0.01,464,1,0.0001,200000
1,4,1024,0.980544,256.0,230,-202.0,7.333333333333334e-05,0.0115669146180152,0.0,650,2,7.333333333333334e-05,150000
3,8,2048,0.9610880000000002,256.0,486,-199.125,7.333333333333334e-05,0.0047126067802309,0.0,619,2,7.333333333333334e-05,150000
5,12,3072,0.941632,256.0,742,-199.36666666666665,7.333333333333334e-05,0.0663284435868263,0.0,611,2,7.333333333333334e-05,150000
6,16,4096,0.9221760000000002,256.0,998,-199.75,7.333333333333334e-05,0.0062884911894798,0.0,604,2,7.333333333333334e-05,150000
8,20,5120,0.9027199999999996,256.0,1254,-197.46,7.333333333333334e-05,0.0056025302037596,0.0,601,2,7.333333333333334e-05,150000
10,24,6144,0.8832639999999998,256.0,1510,-196.9416666666667,7.333333333333334e-05,0.0425397008657455,0.0,597,2,7.333333333333334e-05,150000
12,28,7168,0.8638079999999999,256.0,1766,-196.11428571428576,7.333333333333334e-05,0.0066441367380321,0.0,595,2,7.333333333333334e-05,150000
13,32,8192,0.8443519999999999,256.0,2022,-194.0,7.333333333333334e-05,0.0045319106429815,0.0,593,2,7.333333333333334e-05,150000
15,36,9216,0.824896,256.0,2278,-193.24444444444444,7.333333333333334e-05,0.0535640344023704,0.0,590,2,7.333333333333334e-05,150000
17,40,10240,0.80544,256.0,2534,-190.47,7.333333333333334e-05,0.0194377396255731,0.0,587,2,7.333333333333334e-05,150000
19,44,11264,0.785984,256.0,2790,-188.9,7.333333333333334e-05,0.0295498482882976,0.0,584,2,7.333333333333334e-05,150000
21,48,12288,0.7665280000000001,256.0,3046,-187.0916666666667,7.333333333333334e-05,0.0052066203206777,0.0,581,2,7.333333333333334e-05,150000
23,52,13312,0.7470720000000002,256.0,3302,-185.9769230769231,7.333333333333334e-05,0.0079700015485286,0.0,578,2,7.333333333333334e-05,150000
24,56,14285,0.7285850000000001,255.08928571428572,3546,-179.65714285714287,7.333333333333334e-05,0.0589955821633338,0.0357142857142857,576,2,7.333333333333334e-05,150000
26,60,15309,0.7091290000000002,255.15,3802,-179.04666666666668,7.333333333333334e-05,0.0647608637809753,0.0333333333333333,573,2,7.333333333333334e-05,150000
28,64,16333,0.6896730000000003,255.203125,4058,-177.965625,7.333333333333334e-05,0.0388784520328044,0.03125,571,2,7.333333333333334e-05,150000
30,68,17357,0.6702169999999998,255.25,4314,-177.29117647058823,7.333333333333334e-05,0.0104773333296179,0.0294117647058823,569,2,7.333333333333334e-05,150000
32,72,18381,0.6507609999999999,255.29166666666663,4570,-175.775,7.333333333333334e-05,0.0047042788937687,0.0277777777777777,566,2,7.333333333333334e-05,150000
34,76,19405,0.631305,255.32894736842104,4826,-174.29736842105262,7.333333333333334e-05,0.0062628369778394,0.0263157894736842,564,2,7.333333333333334e-05,150000
36,80,20429,0.611849,255.3625,5082,-173.425,7.333333333333334e-05,0.00751275382936,0.025,563,2,7.333333333333334e-05,150000
38,84,21453,0.5923930000000001,255.3928571428571,5338,-172.34047619047618,7.333333333333334e-05,0.0304684042930603,0.0238095238095238,560,2,7.333333333333334e-05,150000
40,88,22477,0.572937,255.42045454545453,5594,-170.60681818181817,7.333333333333334e-05,0.0265708714723587,0.0227272727272727,558,2,7.333333333333334e-05,150000
42,92,23501,0.5534810000000001,255.44565217391303,5850,-168.91304347826087,7.333333333333334e-05,0.0285993963479995,0.0217391304347826,556,2,7.333333333333334e-05,150000
44,96,24525,0.5340250000000002,255.46875,6106,-167.02708333333334,7.333333333333334e-05,0.0409199744462966,0.0208333333333333,554,2,7.333333333333334e-05,150000
46,100,25549,0.5145690000000003,255.49,6362,-164.884,7.333333333333334e-05,0.0303648747503757,0.02,552,2,7.333333333333334e-05,150000
48,104,26573,0.4951129999999998,255.49,6618,-161.35399999999998,7.333333333333334e-05,0.0352154709398746,0.02,550,2,7.333333333333334e-05,150000
50,108,27597,0.4756569999999999,255.49,6874,-157.944,7.333333333333334e-05,0.0057433573529124,0.02,548,2,7.333333333333334e-05,150000
52,112,28621,0.4562009999999999,255.49,7130,-154.75199999999998,7.333333333333334e-05,0.0464181676506996,0.02,546,2,7.333333333333334e-05,150000
54,116,29645,0.4367449999999999,255.49,7386,-150.96399999999997,7.333333333333334e-05,0.1321211457252502,0.02,544,2,7.333333333333334e-05,150000
56,120,30669,0.417289,255.49,7642,-147.378,7.333333333333334e-05,0.0063209543004632,0.02,542,2,7.333333333333334e-05,150000
58,124,31693,0.3978330000000001,255.49,7898,-143.64199999999997,7.333333333333334e-05,0.0747681856155395,0.02,540,2,7.333333333333334e-05,150000
60,128,32634,0.3799540000000001,254.66,8133,-138.396,7.333333333333334e-05,0.3722301423549652,0.03,538,2,7.333333333333334e-05,150000
62,132,33658,0.3604980000000002,254.66,8389,-134.858,7.333333333333334e-05,0.0280653350055217,0.03,537,2,7.333333333333334e-05,150000
64,136,34682,0.3410420000000003,254.66,8645,-130.728,7.333333333333334e-05,0.0314985997974872,0.03,535,2,7.333333333333334e-05,150000
66,140,35706,0.3215859999999998,254.66,8901,-127.292,7.333333333333334e-05,0.0061775762587785,0.03,533,2,7.333333333333334e-05,150000
69,144,36730,0.3021300000000003,254.66,9157,-123.654,7.333333333333334e-05,0.0336933694779872,0.03,531,2,7.333333333333334e-05,150000
71,148,37754,0.2826739999999998,254.66,9413,-120.04000000000002,7.333333333333334e-05,0.0345971249043941,0.03,529,2,7.333333333333334e-05,150000
73,152,38778,0.2632179999999999,254.66,9669,-115.684,7.333333333333334e-05,0.0629311650991439,0.03,528,2,7.333333333333334e-05,150000
75,156,39633,0.246973,253.48,9883,-113.29000000000002,7.333333333333334e-05,0.0349232666194438,0.02,526,2,7.333333333333334e-05,150000
77,160,40657,0.227517,253.48,10139,-108.954,7.333333333333334e-05,0.0068363649770617,0.02,524,2,7.333333333333334e-05,150000
79,164,41681,0.2080610000000001,253.48,10395,-104.488,7.333333333333334e-05,0.0309461746364831,0.02,523,2,7.333333333333334e-05,150000
81,168,42705,0.1886050000000001,253.48,10651,-100.088,7.333333333333334e-05,0.0318987593054771,0.02,521,2,7.333333333333334e-05,150000
84,172,43729,0.1691490000000002,253.48,10907,-95.902,7.333333333333334e-05,0.0338136814534664,0.02,519,2,7.333333333333334e-05,150000
86,176,44753,0.1496930000000003,253.48,11163,-91.78000000000002,7.333333333333334e-05,0.0374633409082889,0.02,518,2,7.333333333333334e-05,150000
88,180,45777,0.1302369999999998,253.48,11419,-87.132,7.333333333333334e-05,0.0055538318119943,0.02,516,2,7.333333333333334e-05,150000
90,184,46801,0.1107809999999999,253.48,11675,-82.09200000000001,7.333333333333334e-05,0.0360210053622722,0.02,514,2,7.333333333333334e-05,150000
93,188,47825,0.0913249999999999,253.48,11931,-77.81800000000001,7.333333333333334e-05,0.0060096671804785,0.02,512,2,7.333333333333334e-05,150000
95,192,48849,0.071869,253.48,12187,-73.56800000000001,7.333333333333334e-05,0.0325232110917568,0.02,511,2,7.333333333333334e-05,150000
97,196,49873,0.052413,253.48,12443,-69.272,7.333333333333334e-05,0.0392652489244937,0.02,509,2,7.333333333333334e-05,150000
100,200,50897,0.05,253.48,12699,-65.28800000000001,7.333333333333334e-05,0.00673074927181,0.02,508,2,7.333333333333334e-05,150000
102,204,51921,0.05,253.48,12955,-61.426000000000016,7.333333333333334e-05,0.0095384810119867,0.02,506,2,7.333333333333334e-05,150000
104,208,52945,0.05,253.48,13211,-57.52000000000001,7.333333333333334e-05,0.0691845491528511,0.02,505,2,7.333333333333334e-05,150000
107,212,53969,0.05,253.48,13467,-53.272000000000006,7.333333333333334e-05,0.0033993662800639,0.02,503,2,7.333333333333334e-05,150000
109,216,54993,0.05,253.48,13723,-49.657999999999994,7.333333333333334e-05,0.0355579145252704,0.02,502,2,7.333333333333334e-05,150000
111,220,56017,0.05,253.48,13979,-46.023999999999994,7.333333333333334e-05,0.0040277959778904,0.02,500,2,7.333333333333334e-05,150000
114,224,57041,0.05,253.48,14235,-42.456,7.333333333333334e-05,0.0356491617858409,0.02,499,2,7.333333333333334e-05,150000
116,228,58065,0.05,254.31,14491,-40.584,7.333333333333334e-05,0.0044616218656301,0.01,498,2,7.333333333333334e-05,150000
118,232,59089,0.05,254.31,14747,-37.510000000000005,7.333333333333334e-05,0.0051941485144197,0.01,497,2,7.333333333333334e-05,150000
121,236,60113,0.05,254.31,15003,-34.986,7.333333333333334e-05,0.0052264593541622,0.01,496,2,7.333333333333334e-05,150000
123,240,61137,0.05,254.31,15259,-32.465999999999994,7.333333333333334e-05,0.0270518865436315,0.01,495,2,7.333333333333334e-05,150000
125,244,62161,0.05,254.31,15515,-29.826000000000004,7.333333333333334e-05,0.0053959544748067,0.01,494,2,7.333333333333334e-05,150000
128,248,63185,0.05,254.31,15771,-27.45,7.333333333333334e-05,0.0288377050310373,0.01,493,2,7.333333333333334e-05,150000
130,252,64209,0.05,254.31,16027,-25.478,7.333333333333334e-05,0.0044153961353003,0.01,492,2,7.333333333333334e-05,150000
132,256,65233,0.05,256.0,16283,-24.554,7.333333333333334e-05,0.0026920512318611,0.0,491,2,7.333333333333334e-05,150000
135,260,66257,0.05,256.0,16539,-22.82,7.333333333333334e-05,0.002826398005709,0.0,490,2,7.333333333333334e-05,150000
137,264,67281,0.05,256.0,16795,-21.47,7.333333333333334e-05,0.0029701483435928,0.0,489,2,7.333333333333334e-05,150000
139,268,68305,0.05,256.0,17051,-19.938,7.333333333333334e-05,0.087184764444828,0.0,488,2,7.333333333333334e-05,150000
142,272,69329,0.05,256.0,17307,-18.860000000000003,7.333333333333334e-05,0.1205415576696395,0.0,488,2,7.333333333333334e-05,150000
144,276,70353,0.05,256.0,17563,-17.546000000000003,7.333333333333334e-05,0.0541724003851413,0.0,487,2,7.333333333333334e-05,150000
146,280,71377,0.05,256.0,17819,-16.375999999999998,7.333333333333334e-05,0.0355017855763435,0.0,486,2,7.333333333333334e-05,150000
148,284,72401,0.05,256.0,18075,-15.966,7.333333333333334e-05,0.0062020663172006,0.0,485,2,7.333333333333334e-05,150000
