time/total_timesteps,train/value_loss,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/loss,phase
471040,0.2961682694869523,2290.0,7.392372936010361e-09,-0.0002853243982826,0.1478555500507354,1
473088,0.0762890136742498,2300.0,-5.058769602328539e-07,-0.0003412301703065,0.0971032753586769,1
475136,0.0279541474934376,2310.0,-1.4872639440000057e-07,-0.0003102668099018,0.0357391200959682,1
477184,0.0525294754290371,2320.0,-3.377179382368922e-07,-0.0003462876647972,0.0007862058118917,1
479232,0.0773698604141827,2330.0,-2.604210749268532e-07,-0.0004303944780986,0.0650722831487655,1
481280,0.1399234929034719,2340.0,-1.8574646674096586e-07,-0.0003686024661874,0.0066474308259785,1
483328,0.0340441631458816,2350.0,-2.1999003365635875e-07,-0.0004011023018392,0.0013381006428971,1
485376,0.2191887668712297,2360.0,-1.2236996553838254e-07,-0.0004010275009932,0.0015942464815452,1
487424,0.1492250786104705,2370.0,1.944135874509811e-09,-0.0004986451822333,0.0046496130526065,1
489472,0.0030585600043195,2380.0,-5.104171577841043e-07,-0.0004289690583391,0.0030933811794966,1
491520,0.0664217953378283,2390.0,-1.1486816219985486e-06,-0.000679055215005,4.170017928117886e-05,1
493568,0.1195231316283752,2400.0,6.378977559506895e-08,-0.001001056957466,0.0791785046458244,1
495616,0.0035240422625065,2410.0,-3.219727659597993e-06,-0.0008899737622414,0.0022609666921198,1
497664,0.1279091039352352,2420.0,-0.0002703204983845,-0.0008621459426649,0.0160030703991651,1
499712,0.0028824423608966,2430.0,-1.921434886753559e-06,-0.000753440803237,0.0012215605238452,1
501760,0.3318743740950595,2440.0,-1.937965862452984e-06,-0.0007949924663989,0.142087385058403,1
503808,0.0183872824389254,2450.0,-0.0007112725172191,-0.0006700760692183,0.0087722996249794,1
505856,0.1533547933373484,2460.0,-1.6191042959690093e-07,-0.0006225453944352,0.0005534382653422,1
507904,0.0355012128246016,2470.0,-0.0012767869600793,-0.0003183011049259,0.0105745662003755,1
509952,0.0952978621397051,2480.0,-1.604494173079729e-07,-0.0002409592116237,0.0016285898163914,1
512000,0.0750867209193529,2490.0,7.077469490468504e-08,-0.0002434969543173,0.1175338625907898,1
514048,0.0962750913745367,2500.0,-8.707866072654724e-09,-0.0002772221290797,0.0003715410421136,1
516096,0.1644454113527899,2510.0,-5.3434632718563086e-08,-0.0002086187590975,0.0960021317005157,1
518144,0.2973109056038083,2520.0,3.201421350240707e-09,-0.0002292329272677,0.2223628461360931,1
520192,0.2188342066394398,2530.0,-5.988986231386662e-08,-0.0002341448343941,0.1107161939144134,1
522240,0.1226129258109722,2540.0,-3.7747668102383614e-08,-0.0002566179260611,0.001122077461332,1
524288,0.6977132235653698,2550.0,-1.8125865608453753e-08,-0.0002557212865212,0.2644096314907074,1
526336,0.0670793726028932,2560.0,-1.0512303560972212e-08,-0.0002306708773176,0.0250857416540384,1
528384,0.101677992704208,2570.0,-1.0419171303510666e-08,-0.0002631607581861,0.0754696726799011,1
530432,1.012721670162864,2580.0,-1.4633405953645708e-08,-0.0002360511527513,0.5289508104324341,1
532480,0.5532649440516252,2590.0,-2.1985033527016642e-08,-0.000236332042914,0.1085000559687614,1
534528,0.0033935286450287,2600.0,-9.102514013648033e-08,-0.0002559979831858,0.0007094740285538,1
536576,0.8493499440141022,2610.0,-1.2980308383703232e-08,-0.0002223511331976,0.2128751277923584,1
538624,0.2386557720834389,2620.0,-9.388895705342292e-09,-0.0002117221498338,0.0017269102390855,1
540672,0.0593907561546075,2630.0,-4.8481160774827e-08,-0.0002048546441073,0.000651934184134,1
542720,1.2095199129311367,2640.0,9.196810424327851e-10,-0.0002372083003137,0.2088347226381302,1
544768,0.0009385512658809,2650.0,-3.246357664465904e-07,-0.0002917038113082,0.0004474034940358,1
546816,0.2006844536939752,2660.0,-8.09086486697197e-10,-0.0002298275247085,0.0949697494506836,1
548864,0.0913522364040545,2670.0,4.575122147798538e-09,-0.0002108190667058,0.0986037328839302,1
550912,0.0155171037884429,2680.0,-6.623391527682543e-07,-0.0002607780261314,0.0022927427198737,1
552960,0.0343724954537265,2690.0,-2.099259290844202e-07,-0.0002919163580372,0.0006594449514523,1
555008,0.0854306560300756,2700.0,-2.985179889947176e-08,-0.000259489340533,0.0088799698278307,1
557056,0.0372184582498448,2710.0,-3.17627564072609e-07,-0.0002560718397944,0.0028275996446609,1
559104,0.036512805448001,2720.0,-3.7823338061571125e-08,-0.000260814070134,0.0005930295446887,1
561152,0.2811678986879997,2730.0,-1.1548399925231934e-08,-0.0002210212736827,0.2535163164138794,1
563200,0.0338799505796487,2740.0,-8.41973815113306e-09,-0.0002502757217371,0.0003465144836809,1
565248,0.0977724943521025,2750.0,-4.2904866859316834e-08,-0.0002580569340352,0.002919306512922,1
567296,0.121983112845919,2760.0,-7.288181222975255e-08,-0.0002455323090543,0.0083480300381779,1
569344,0.0206939022365986,2770.0,-2.709741238504649e-07,-0.0003119844332104,0.0372885502874851,1
571392,0.0951645162953354,2780.0,-2.0023435354232787e-09,-0.0003045004621526,0.0006668965215794,1
573440,0.0314064239842991,2790.0,-2.028245944529772e-07,-0.0002899499817431,0.0005426864954642,1
