time/episodes,time/total_timesteps,rollout/success_rate,rollout/exploration_rate,train/learning_rate,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,rollout/ep_len_mean,time/fps,train/loss,phase,phase_learning_rate,phase_buffer_size
660,168680,0.02,0.05,4.666666666666667e-05,-13.514,42144,382,255.49,441,0.0025377622805535,3,4.666666666666667e-05,100000
664,169704,0.02,0.05,4.666666666666667e-05,-13.627999999999997,42400,384,255.49,441,0.0015720585361123,3,4.666666666666667e-05,100000
668,170728,0.02,0.05,4.666666666666667e-05,-13.766000000000002,42656,386,255.49,441,0.0034984957892447,3,4.666666666666667e-05,100000
672,171752,0.02,0.05,4.666666666666667e-05,-13.347999999999995,42912,389,255.49,441,0.0015050465008243,3,4.666666666666667e-05,100000
676,172776,0.02,0.05,4.666666666666667e-05,-13.449999999999998,43168,391,255.49,441,0.0236959867179393,3,4.666666666666667e-05,100000
680,173800,0.02,0.05,4.666666666666667e-05,-13.562,43424,394,255.49,441,0.0017794814193621,3,4.666666666666667e-05,100000
684,174824,0.02,0.05,4.666666666666667e-05,-13.583999999999998,43680,396,255.49,440,0.004552281461656,3,4.666666666666667e-05,100000
688,175848,0.02,0.05,4.666666666666667e-05,-13.551999999999998,43936,398,255.49,440,0.0330310352146625,3,4.666666666666667e-05,100000
692,176872,0.02,0.05,4.666666666666667e-05,-13.226000000000004,44192,401,255.49,440,0.0277774520218372,3,4.666666666666667e-05,100000
696,177896,0.02,0.05,4.666666666666667e-05,-13.082,44448,403,255.49,440,0.0034815575927495,3,4.666666666666667e-05,100000
700,178920,0.02,0.05,4.666666666666667e-05,-13.118,44704,406,255.49,440,0.0009921520249918,3,4.666666666666667e-05,100000
704,179944,0.02,0.05,4.666666666666667e-05,-13.554,44960,408,255.49,440,0.0045199440792202,3,4.666666666666667e-05,100000
708,180968,0.02,0.05,4.666666666666667e-05,-13.464,45216,411,255.49,440,0.0019007035298272,3,4.666666666666667e-05,100000
712,181992,0.02,0.05,4.666666666666667e-05,-13.756000000000002,45472,413,255.49,440,0.0026465177070349,3,4.666666666666667e-05,100000
716,183016,0.02,0.05,4.666666666666667e-05,-13.398,45728,415,255.49,440,0.0276910010725259,3,4.666666666666667e-05,100000
720,184040,0.01,0.05,4.666666666666667e-05,-14.706000000000005,45984,418,255.63,439,0.0037248311564326,3,4.666666666666667e-05,100000
724,185064,0.01,0.05,4.666666666666667e-05,-14.62,46240,420,255.63,439,0.0500794872641563,3,4.666666666666667e-05,100000
728,186088,0.01,0.05,4.666666666666667e-05,-14.562,46496,423,255.63,439,0.0027390727773308,3,4.666666666666667e-05,100000
732,187112,0.01,0.05,4.666666666666667e-05,-14.966,46752,425,255.63,439,0.0264089405536651,3,4.666666666666667e-05,100000
736,188136,0.01,0.05,4.666666666666667e-05,-15.16,47008,428,255.63,439,0.0018133643316105,3,4.666666666666667e-05,100000
740,189160,0.01,0.05,4.666666666666667e-05,-15.216,47264,430,255.63,439,0.0354923792183399,3,4.666666666666667e-05,100000
744,190184,0.01,0.05,4.666666666666667e-05,-15.148,47520,432,255.63,439,0.0281003750860691,3,4.666666666666667e-05,100000
748,191208,0.01,0.05,4.666666666666667e-05,-14.828,47776,435,255.63,439,0.0077713225036859,3,4.666666666666667e-05,100000
752,192232,0.01,0.05,4.666666666666667e-05,-14.814,48032,437,255.63,439,0.0060450471937656,3,4.666666666666667e-05,100000
756,193256,0.01,0.05,4.666666666666667e-05,-15.267999999999995,48288,440,255.63,439,0.0027959081344306,3,4.666666666666667e-05,100000
760,194280,0.0,0.05,4.666666666666667e-05,-16.348,48544,442,256.0,439,0.0289764888584613,3,4.666666666666667e-05,100000
764,195304,0.0,0.05,4.666666666666667e-05,-16.068,48800,444,256.0,438,0.0009182648500427,3,4.666666666666667e-05,100000
768,196328,0.0,0.05,4.666666666666667e-05,-15.595999999999998,49056,447,256.0,438,0.3777720332145691,3,4.666666666666667e-05,100000
772,197352,0.0,0.05,4.666666666666667e-05,-15.764,49312,449,256.0,438,0.0025945827364921,3,4.666666666666667e-05,100000
776,198376,0.0,0.05,4.666666666666667e-05,-15.84,49568,452,256.0,438,0.0040522427298128,3,4.666666666666667e-05,100000
780,199400,0.0,0.05,4.666666666666667e-05,-15.71,49824,454,256.0,438,0.0019225976429879,3,4.666666666666667e-05,100000
784,200424,0.0,0.05,4.666666666666667e-05,-15.562000000000005,50080,456,256.0,438,0.0026750806719064,3,4.666666666666667e-05,100000
788,201448,0.0,0.05,4.666666666666667e-05,-15.666,50336,459,256.0,438,0.0332754924893379,3,4.666666666666667e-05,100000
792,202472,0.0,0.05,4.666666666666667e-05,-15.868,50592,461,256.0,438,0.0234923008829355,3,4.666666666666667e-05,100000
796,203496,0.0,0.05,4.666666666666667e-05,-15.56,50848,464,256.0,438,0.0287250019609928,3,4.666666666666667e-05,100000
800,204520,0.0,0.05,4.666666666666667e-05,-15.714,51104,466,256.0,438,0.0238125398755073,3,4.666666666666667e-05,100000
804,205544,0.0,0.05,4.666666666666667e-05,-15.245999999999997,51360,468,256.0,438,0.031350664794445,3,4.666666666666667e-05,100000
808,206568,0.0,0.05,4.666666666666667e-05,-15.406,51616,471,256.0,438,0.0019709095358848,3,4.666666666666667e-05,100000
812,207592,0.0,0.05,4.666666666666667e-05,-15.198000000000002,51872,473,256.0,438,0.4306114315986633,3,4.666666666666667e-05,100000
816,208616,0.0,0.05,4.666666666666667e-05,-15.296,52128,476,256.0,438,0.0035094153136014,3,4.666666666666667e-05,100000
820,209640,0.0,0.05,4.666666666666667e-05,-14.79,52384,478,256.0,438,0.0493504032492637,3,4.666666666666667e-05,100000
824,210664,0.0,0.05,4.666666666666667e-05,-15.088,52640,480,256.0,438,0.0485807955265045,3,4.666666666666667e-05,100000
828,211688,0.0,0.05,4.666666666666667e-05,-14.966,52896,483,256.0,437,0.0041129775345325,3,4.666666666666667e-05,100000
832,212712,0.0,0.05,4.666666666666667e-05,-14.302,53152,485,256.0,437,0.0076245805248618,3,4.666666666666667e-05,100000
836,213736,0.0,0.05,4.666666666666667e-05,-14.076,53408,488,256.0,437,0.0295996982604265,3,4.666666666666667e-05,100000
840,214760,0.0,0.05,4.666666666666667e-05,-13.971999999999998,53664,491,256.0,437,0.0374445468187332,3,4.666666666666667e-05,100000
844,215784,0.0,0.05,4.666666666666667e-05,-14.404000000000002,53920,493,256.0,436,0.0275243837386369,3,4.666666666666667e-05,100000
848,216808,0.0,0.05,4.666666666666667e-05,-14.328,54176,496,256.0,436,0.0258792713284492,3,4.666666666666667e-05,100000
852,217832,0.0,0.05,4.666666666666667e-05,-14.72,54432,498,256.0,436,0.033343993127346,3,4.666666666666667e-05,100000
856,218856,0.0,0.05,4.666666666666667e-05,-14.268,54688,501,256.0,436,0.0736231803894043,3,4.666666666666667e-05,100000
860,219880,0.0,0.05,4.666666666666667e-05,-14.303999999999998,54944,503,256.0,436,0.0519663766026496,3,4.666666666666667e-05,100000
864,220904,0.0,0.05,4.666666666666667e-05,-14.134,55200,505,256.0,436,0.0032365317456424,3,4.666666666666667e-05,100000
868,221928,0.0,0.05,4.666666666666667e-05,-14.55,55456,508,256.0,436,0.0091438442468643,3,4.666666666666667e-05,100000
872,222952,0.0,0.05,4.666666666666667e-05,-14.318,55712,510,256.0,436,0.0101729920133948,3,4.666666666666667e-05,100000
876,223976,0.0,0.05,4.666666666666667e-05,-14.354,55968,513,256.0,436,0.0266155358403921,3,4.666666666666667e-05,100000
880,225000,0.0,0.05,4.666666666666667e-05,-14.253999999999998,56224,515,256.0,436,0.0025935280136764,3,4.666666666666667e-05,100000
884,226024,0.0,0.05,4.666666666666667e-05,-14.406,56480,517,256.0,436,0.003429249394685,3,4.666666666666667e-05,100000
888,227048,0.0,0.05,4.666666666666667e-05,-14.376,56736,520,256.0,436,0.0021211572457104,3,4.666666666666667e-05,100000
892,228072,0.0,0.05,4.666666666666667e-05,-14.572,56992,522,256.0,436,0.0033783288672566,3,4.666666666666667e-05,100000
896,229096,0.0,0.05,4.666666666666667e-05,-15.047999999999996,57248,525,256.0,436,0.0034666392020881,3,4.666666666666667e-05,100000
900,230120,0.0,0.05,4.666666666666667e-05,-15.031999999999998,57504,527,256.0,436,0.0028662523254752,3,4.666666666666667e-05,100000
904,231144,0.0,0.05,4.666666666666667e-05,-15.392,57760,530,256.0,436,0.0030690606217831,3,4.666666666666667e-05,100000
908,232168,0.0,0.05,4.666666666666667e-05,-15.505999999999998,58016,532,256.0,436,0.0030526502523571,3,4.666666666666667e-05,100000
912,233192,0.0,0.05,4.666666666666667e-05,-15.302,58272,534,256.0,435,0.0328593514859676,3,4.666666666666667e-05,100000
916,234216,0.0,0.05,4.666666666666667e-05,-15.128000000000002,58528,537,256.0,435,0.0531026162207126,3,4.666666666666667e-05,100000
920,235240,0.0,0.05,4.666666666666667e-05,-15.224,58784,539,256.0,435,0.0074081905186176,3,4.666666666666667e-05,100000
924,236264,0.0,0.05,4.666666666666667e-05,-15.18,59040,541,256.0,435,0.0026066405698657,3,4.666666666666667e-05,100000
928,237288,0.0,0.05,4.666666666666667e-05,-15.218,59296,544,256.0,435,0.005434179212898,3,4.666666666666667e-05,100000
932,238312,0.0,0.05,4.666666666666667e-05,-15.59,59552,546,256.0,435,0.0367405824363231,3,4.666666666666667e-05,100000
936,239336,0.0,0.05,4.666666666666667e-05,-15.904000000000002,59808,549,256.0,435,0.0129533354192972,3,4.666666666666667e-05,100000
940,240360,0.0,0.05,4.666666666666667e-05,-15.637999999999998,60064,551,256.0,435,0.026331165805459,3,4.666666666666667e-05,100000
944,241384,0.0,0.05,4.666666666666667e-05,-15.592,60320,553,256.0,435,0.0332165993750095,3,4.666666666666667e-05,100000
948,242408,0.0,0.05,4.666666666666667e-05,-15.805999999999996,60576,556,256.0,435,0.0287116933614015,3,4.666666666666667e-05,100000
952,243432,0.0,0.05,4.666666666666667e-05,-15.546,60832,558,256.0,435,0.0032917491625994,3,4.666666666666667e-05,100000
956,244456,0.0,0.05,4.666666666666667e-05,-15.650000000000002,61088,560,256.0,435,0.0039526876062154,3,4.666666666666667e-05,100000
960,245480,0.0,0.05,4.666666666666667e-05,-15.972,61344,563,256.0,435,0.0026108343154191,3,4.666666666666667e-05,100000
964,246504,0.0,0.05,4.666666666666667e-05,-16.152,61600,565,256.0,435,0.0277341119945049,3,4.666666666666667e-05,100000
968,247528,0.0,0.05,4.666666666666667e-05,-15.894,61856,568,256.0,435,0.0022649536840617,3,4.666666666666667e-05,100000
972,248552,0.0,0.05,4.666666666666667e-05,-15.882,62112,570,256.0,435,0.0543343536555767,3,4.666666666666667e-05,100000
976,249576,0.0,0.05,4.666666666666667e-05,-15.472,62368,572,256.0,435,0.003802272491157,3,4.666666666666667e-05,100000
4,1024,0.0,0.980544,2e-05,-201.25,230,1,256.0,622,0.0250747818499803,4,1.9999999999999998e-05,50000
8,2048,0.0,0.9610880000000002,2e-05,-200.9,486,3,256.0,606,0.0312922559678554,4,1.9999999999999998e-05,50000
12,3072,0.0,0.941632,2e-05,-197.33333333333337,742,5,256.0,598,0.0666751191020011,4,1.9999999999999998e-05,50000
16,4096,0.0,0.9221760000000002,2e-05,-198.5,998,6,256.0,592,0.028539715334773,4,1.9999999999999998e-05,50000
20,5120,0.0,0.9027199999999996,2e-05,-198.22000000000003,1254,8,256.0,584,0.0438326820731163,4,1.9999999999999998e-05,50000
24,6144,0.0,0.8832639999999998,2e-05,-198.15,1510,10,256.0,578,0.0538628436625003,4,1.9999999999999998e-05,50000
28,7168,0.0,0.8638079999999999,2e-05,-197.59285714285713,1766,12,256.0,575,0.0548914819955825,4,1.9999999999999998e-05,50000
32,8192,0.0,0.8443519999999999,2e-05,-195.38125,2022,14,256.0,572,0.0324748642742633,4,1.9999999999999998e-05,50000
36,9216,0.0,0.824896,2e-05,-194.2,2278,16,256.0,570,0.099611796438694,4,1.9999999999999998e-05,50000
40,10240,0.0,0.80544,2e-05,-192.7,2534,18,256.0,567,0.0414180606603622,4,1.9999999999999998e-05,50000
44,11264,0.0,0.785984,2e-05,-192.40454545454548,2790,19,256.0,565,0.0550879687070846,4,1.9999999999999998e-05,50000
48,12272,0.0208333333333333,0.766832,2e-05,-189.4333333333333,3042,21,255.66666666666663,563,0.0244845170527696,4,1.9999999999999998e-05,50000
52,13296,0.0192307692307692,0.747376,2e-05,-187.1307692307692,3298,23,255.69230769230768,560,0.1143237799406051,4,1.9999999999999998e-05,50000
56,14320,0.0178571428571428,0.7279200000000001,2e-05,-185.71071428571432,3554,25,255.71428571428572,559,0.0475964173674583,4,1.9999999999999998e-05,50000
60,15344,0.0166666666666666,0.7084640000000001,2e-05,-183.84000000000003,3810,27,255.73333333333332,556,0.0211673825979232,4,1.9999999999999998e-05,50000
64,16368,0.015625,0.6890080000000002,2e-05,-182.328125,4066,29,255.75,554,0.0234511047601699,4,1.9999999999999998e-05,50000
68,17392,0.0147058823529411,0.6695520000000003,2e-05,-181.01176470588237,4322,31,255.76470588235293,552,0.0187868922948837,4,1.9999999999999998e-05,50000
72,18416,0.0138888888888888,0.6500960000000002,2e-05,-179.71666666666667,4578,33,255.77777777777777,550,0.1020326688885688,4,1.9999999999999998e-05,50000
76,19440,0.0131578947368421,0.6306399999999998,2e-05,-177.51315789473688,4834,35,255.78947368421052,547,0.0494573749601841,4,1.9999999999999998e-05,50000
80,20464,0.0125,0.6111839999999998,2e-05,-175.8275,5090,37,255.8,546,0.0647764205932617,4,1.9999999999999998e-05,50000
84,21488,0.0119047619047619,0.5917279999999998,2e-05,-174.0047619047619,5346,39,255.8095238095238,544,0.0847505182027816,4,1.9999999999999998e-05,50000
88,22512,0.0113636363636363,0.5722719999999999,2e-05,-172.3159090909091,5602,41,255.8181818181818,542,0.0528940744698047,4,1.9999999999999998e-05,50000
92,23536,0.0108695652173913,0.552816,2e-05,-170.2826086956522,5858,43,255.82608695652175,540,0.0463582128286361,4,1.9999999999999998e-05,50000
96,24560,0.0104166666666666,0.5333600000000001,2e-05,-168.3708333333333,6114,45,255.83333333333337,538,0.1036435663700103,4,1.9999999999999998e-05,50000
100,25584,0.01,0.5139040000000001,2e-05,-167.196,6370,47,255.84,536,0.064754232764244,4,1.9999999999999998e-05,50000
104,26586,0.02,0.4948660000000001,2e-05,-162.98399999999998,6621,49,255.62,535,0.0702060237526893,4,1.9999999999999998e-05,50000
108,27610,0.02,0.4754100000000001,2e-05,-159.59599999999998,6877,51,255.62,533,0.0132424123585224,4,1.9999999999999998e-05,50000
112,28634,0.02,0.4559540000000002,2e-05,-156.956,7133,53,255.62,532,0.0395361222326755,4,1.9999999999999998e-05,50000
116,29658,0.02,0.4364980000000003,2e-05,-153.01799999999997,7389,55,255.62,530,0.0964905023574829,4,1.9999999999999998e-05,50000
120,30682,0.02,0.4170420000000002,2e-05,-149.43,7645,58,255.62,528,0.0351789891719818,4,1.9999999999999998e-05,50000
124,31706,0.02,0.3975859999999998,2e-05,-145.40999999999997,7901,60,255.62,527,0.0403664149343967,4,1.9999999999999998e-05,50000
128,32658,0.03,0.3794980000000002,2e-05,-140.17,8139,62,254.9,526,0.0222943928092718,4,1.9999999999999998e-05,50000
132,33682,0.03,0.3600420000000003,2e-05,-137.096,8395,64,254.9,524,0.0378045551478862,4,1.9999999999999998e-05,50000
136,34706,0.03,0.3405859999999998,2e-05,-133.21400000000003,8651,66,254.9,522,0.0126903746277093,4,1.9999999999999998e-05,50000
140,35730,0.03,0.3211300000000004,2e-05,-129.322,8907,68,254.9,521,0.0644751414656639,4,1.9999999999999998e-05,50000
144,36754,0.03,0.301674,2e-05,-124.83,9163,70,254.9,519,0.0092851445078849,4,1.9999999999999998e-05,50000
148,37778,0.02,0.2822179999999998,2e-05,-121.69599999999998,9419,72,255.06,518,0.0165543258190155,4,1.9999999999999998e-05,50000
152,38802,0.02,0.2627619999999999,2e-05,-118.31,9675,74,255.06,517,0.0842885226011276,4,1.9999999999999998e-05,50000
156,39826,0.02,0.243306,2e-05,-114.122,9931,77,255.06,516,0.0109526542946696,4,1.9999999999999998e-05,50000
160,40850,0.02,0.2238500000000001,2e-05,-110.196,10187,79,255.06,515,0.0138532994315028,4,1.9999999999999998e-05,50000
164,41874,0.02,0.2043940000000002,2e-05,-106.108,10443,81,255.06,514,0.0074829738587141,4,1.9999999999999998e-05,50000
168,42898,0.02,0.1849380000000001,2e-05,-101.82800000000002,10699,83,255.06,513,0.0360067337751388,4,1.9999999999999998e-05,50000
172,43922,0.02,0.1654819999999996,2e-05,-97.75,10955,85,255.06,512,0.0124033782631158,4,1.9999999999999998e-05,50000
176,44946,0.02,0.1460260000000003,2e-05,-93.782,11211,88,255.06,510,0.0088497679680585,4,1.9999999999999998e-05,50000
180,45970,0.02,0.1265699999999998,2e-05,-89.71999999999998,11467,90,255.06,509,0.0643277764320373,4,1.9999999999999998e-05,50000
184,46994,0.02,0.1071139999999999,2e-05,-85.13399999999997,11723,92,255.06,507,0.0104771712794899,4,1.9999999999999998e-05,50000
188,47965,0.03,0.088665,2e-05,-79.644,11966,94,254.53,506,0.010369112715125,4,1.9999999999999998e-05,50000
192,48989,0.03,0.069209,2e-05,-75.52600000000001,12222,97,254.53,504,0.0082107037305831,4,1.9999999999999998e-05,50000
196,50013,0.03,0.05,2e-05,-71.368,12478,99,254.53,503,0.0345556139945983,4,1.9999999999999998e-05,50000
200,51037,0.03,0.05,2e-05,-66.238,12734,101,254.53,501,0.0930720195174217,4,1.9999999999999998e-05,50000
204,52061,0.02,0.05,2e-05,-63.004,12990,104,254.75,500,0.0066206436604261,4,1.9999999999999998e-05,50000
208,53085,0.02,0.05,2e-05,-58.876000000000005,13246,106,254.75,499,0.0114776231348514,4,1.9999999999999998e-05,50000
212,54109,0.02,0.05,2e-05,-54.578,13502,108,254.75,497,0.0339691564440727,4,1.9999999999999998e-05,50000
216,55133,0.02,0.05,2e-05,-50.896000000000015,13758,110,254.75,496,0.0113935265690088,4,1.9999999999999998e-05,50000
220,56157,0.02,0.05,2e-05,-47.346,14014,113,254.75,495,0.0320972390472888,4,1.9999999999999998e-05,50000
224,57181,0.02,0.05,2e-05,-43.99,14270,115,254.75,494,0.032046053558588,4,1.9999999999999998e-05,50000
228,58205,0.01,0.05,2e-05,-42.202,14526,117,255.47,493,0.011828763410449,4,1.9999999999999998e-05,50000
232,59229,0.01,0.05,2e-05,-38.716,14782,120,255.47,492,0.0302822981029748,4,1.9999999999999998e-05,50000
236,60253,0.01,0.05,2e-05,-35.624,15038,122,255.47,491,0.0345893613994121,4,1.9999999999999998e-05,50000
240,61277,0.01,0.05,2e-05,-33.111999999999995,15294,124,255.47,490,0.0073437243700027,4,1.9999999999999998e-05,50000
244,62301,0.01,0.05,2e-05,-31.19400000000001,15550,127,255.47,489,0.0526068769395351,4,1.9999999999999998e-05,50000
248,63325,0.01,0.05,2e-05,-28.770000000000003,15806,129,255.47,489,0.0594596341252327,4,1.9999999999999998e-05,50000
252,64349,0.01,0.05,2e-05,-26.638000000000005,16062,131,255.47,488,0.0050111003220081,4,1.9999999999999998e-05,50000
256,65373,0.01,0.05,2e-05,-24.760000000000005,16318,133,255.47,487,0.0518222376704216,4,1.9999999999999998e-05,50000
260,66397,0.01,0.05,2e-05,-22.958,16574,136,255.47,487,0.0044101923704147,4,1.9999999999999998e-05,50000
264,67421,0.01,0.05,2e-05,-21.827999999999996,16830,138,255.47,486,0.0272357910871505,4,1.9999999999999998e-05,50000
268,68445,0.01,0.05,2e-05,-20.198,17086,140,255.47,485,0.0329543948173522,4,1.9999999999999998e-05,50000
272,69469,0.01,0.05,2e-05,-18.558000000000003,17342,143,255.47,485,0.0642985180020332,4,1.9999999999999998e-05,50000
276,70493,0.01,0.05,2e-05,-17.572,17598,145,255.47,484,0.0283066257834434,4,1.9999999999999998e-05,50000
280,71517,0.01,0.05,2e-05,-16.726,17854,147,255.47,483,0.0377438813447952,4,1.9999999999999998e-05,50000
284,72541,0.01,0.05,2e-05,-16.314,18110,150,255.47,483,0.0045085493475198,4,1.9999999999999998e-05,50000
288,73565,0.0,0.05,2e-05,-16.96,18366,152,256.0,482,0.0243283156305551,4,1.9999999999999998e-05,50000
292,74589,0.0,0.05,2e-05,-16.662,18622,154,256.0,481,0.003926710691303,4,1.9999999999999998e-05,50000
296,75613,0.0,0.05,2e-05,-16.48,18878,157,256.0,481,0.0358254835009574,4,1.9999999999999998e-05,50000
300,76637,0.0,0.05,2e-05,-16.438,19134,159,256.0,480,0.0055362815037369,4,1.9999999999999998e-05,50000
304,77661,0.0,0.05,2e-05,-16.418,19390,161,256.0,479,0.0755663961172103,4,1.9999999999999998e-05,50000
308,78685,0.0,0.05,2e-05,-16.639999999999997,19646,164,256.0,479,0.0026921690441668,4,1.9999999999999998e-05,50000
312,79709,0.0,0.05,2e-05,-16.462,19902,166,256.0,478,0.0621756091713905,4,1.9999999999999998e-05,50000
316,80733,0.0,0.05,2e-05,-16.558,20158,168,256.0,478,0.0020417445339262,4,1.9999999999999998e-05,50000
320,81757,0.0,0.05,2e-05,-16.342,20414,171,256.0,477,0.0017324755899608,4,1.9999999999999998e-05,50000
324,82781,0.0,0.05,2e-05,-16.252,20670,173,256.0,477,0.0100308023393154,4,1.9999999999999998e-05,50000
328,83805,0.0,0.05,2e-05,-16.048,20926,175,256.0,476,0.007463599089533,4,1.9999999999999998e-05,50000
332,84829,0.0,0.05,2e-05,-16.166,21182,178,256.0,476,0.0581983849406242,4,1.9999999999999998e-05,50000
336,85853,0.0,0.05,2e-05,-16.352,21438,180,256.0,476,0.0254881829023361,4,1.9999999999999998e-05,50000
340,86877,0.0,0.05,2e-05,-16.19,21694,182,256.0,475,0.0014042591210454,4,1.9999999999999998e-05,50000
344,87901,0.0,0.05,2e-05,-15.514,21950,184,256.0,475,0.0531792640686035,4,1.9999999999999998e-05,50000
348,88925,0.0,0.05,2e-05,-15.312000000000005,22206,187,256.0,475,0.0272695366293191,4,1.9999999999999998e-05,50000
352,89949,0.0,0.05,2e-05,-15.140000000000002,22462,189,256.0,474,0.0031932743731886,4,1.9999999999999998e-05,50000
356,90973,0.0,0.05,2e-05,-15.17,22718,191,256.0,474,0.0021284325048327,4,1.9999999999999998e-05,50000
360,91997,0.0,0.05,2e-05,-15.483999999999998,22974,194,256.0,474,0.0489754527807235,4,1.9999999999999998e-05,50000
364,93021,0.0,0.05,2e-05,-14.672,23230,196,256.0,473,0.0027211979031562,4,1.9999999999999998e-05,50000
368,94045,0.0,0.05,2e-05,-14.608,23486,198,256.0,473,0.0021488540805876,4,1.9999999999999998e-05,50000
372,95069,0.0,0.05,2e-05,-14.708,23742,201,256.0,472,0.0038242773152887,4,1.9999999999999998e-05,50000
376,96093,0.0,0.05,2e-05,-14.622,23998,203,256.0,472,0.0537543408572673,4,1.9999999999999998e-05,50000
380,97117,0.0,0.05,2e-05,-14.434,24254,205,256.0,472,0.0069090286269783,4,1.9999999999999998e-05,50000
384,98141,0.0,0.05,2e-05,-14.502,24510,207,256.0,471,0.0043276408687233,4,1.9999999999999998e-05,50000
388,99165,0.0,0.05,2e-05,-14.613999999999995,24766,210,256.0,471,0.0016290134517475,4,1.9999999999999998e-05,50000
392,100189,0.0,0.05,2e-05,-14.512,25022,212,256.0,471,0.099405750632286,4,1.9999999999999998e-05,50000
396,101213,0.0,0.05,2e-05,-14.31,25278,214,256.0,470,0.025672148913145,4,1.9999999999999998e-05,50000
400,102237,0.0,0.05,2e-05,-14.370000000000005,25534,217,256.0,470,0.0278961081057786,4,1.9999999999999998e-05,50000
404,103261,0.0,0.05,2e-05,-14.231999999999998,25790,219,256.0,470,0.0765728056430816,4,1.9999999999999998e-05,50000
408,104285,0.0,0.05,2e-05,-13.796,26046,221,256.0,469,0.0022831223905086,4,1.9999999999999998e-05,50000
412,105309,0.0,0.05,2e-05,-14.004000000000003,26302,224,256.0,469,0.0043756891973316,4,1.9999999999999998e-05,50000
416,106333,0.0,0.05,2e-05,-14.053999999999998,26558,226,256.0,469,0.0291924513876438,4,1.9999999999999998e-05,50000
420,107357,0.0,0.05,2e-05,-14.32,26814,228,256.0,468,0.0537450090050697,4,1.9999999999999998e-05,50000
424,108381,0.0,0.05,2e-05,-14.531999999999998,27070,231,256.0,468,0.0049034273251891,4,1.9999999999999998e-05,50000
428,109405,0.0,0.05,2e-05,-14.61,27326,233,256.0,468,0.0295029301196336,4,1.9999999999999998e-05,50000
432,110429,0.0,0.05,2e-05,-14.452,27582,235,256.0,468,0.0068040681071579,4,1.9999999999999998e-05,50000
436,111453,0.0,0.05,2e-05,-14.604,27838,238,256.0,467,0.027523148804903,4,1.9999999999999998e-05,50000
440,112477,0.0,0.05,2e-05,-14.77,28094,240,256.0,467,0.0291148703545331,4,1.9999999999999998e-05,50000
444,113501,0.0,0.05,2e-05,-15.121999999999998,28350,242,256.0,467,0.0534467995166778,4,1.9999999999999998e-05,50000
448,114525,0.0,0.05,2e-05,-15.288000000000002,28606,245,256.0,467,0.0276930481195449,4,1.9999999999999998e-05,50000
452,115549,0.0,0.05,2e-05,-14.964,28862,247,256.0,466,0.0022137006744742,4,1.9999999999999998e-05,50000
456,116573,0.0,0.05,2e-05,-14.716,29118,249,256.0,466,0.0021507099736481,4,1.9999999999999998e-05,50000
460,117597,0.0,0.05,2e-05,-14.504,29374,252,256.0,466,0.0275135748088359,4,1.9999999999999998e-05,50000
464,118621,0.0,0.05,2e-05,-14.972,29630,254,256.0,466,0.0021790717728435,4,1.9999999999999998e-05,50000
468,119645,0.0,0.05,2e-05,-15.508000000000004,29886,256,256.0,466,0.0757964327931404,4,1.9999999999999998e-05,50000
472,120669,0.0,0.05,2e-05,-15.448000000000002,30142,259,256.0,465,0.0261260792613029,4,1.9999999999999998e-05,50000
476,121693,0.0,0.05,2e-05,-15.566,30398,261,256.0,465,0.0333799421787261,4,1.9999999999999998e-05,50000
480,122717,0.0,0.05,2e-05,-15.818,30654,263,256.0,465,0.0044444627128541,4,1.9999999999999998e-05,50000
484,123741,0.0,0.05,2e-05,-15.82,30910,265,256.0,465,0.0266511123627424,4,1.9999999999999998e-05,50000
488,124765,0.0,0.05,2e-05,-15.369999999999996,31166,268,256.0,465,0.0088117057457566,4,1.9999999999999998e-05,50000
492,125789,0.0,0.05,2e-05,-15.68,31422,270,256.0,464,0.0515916794538497,4,1.9999999999999998e-05,50000
496,126813,0.0,0.05,2e-05,-15.498,31678,272,256.0,464,0.006681986618787,4,1.9999999999999998e-05,50000
500,127837,0.0,0.05,2e-05,-15.424,31934,275,256.0,464,0.0038797811139374,4,1.9999999999999998e-05,50000
504,128861,0.0,0.05,2e-05,-15.386000000000005,32190,277,256.0,464,0.0236191675066947,4,1.9999999999999998e-05,50000
508,129885,0.0,0.05,2e-05,-15.488,32446,279,256.0,464,0.0318903774023056,4,1.9999999999999998e-05,50000
512,130909,0.0,0.05,2e-05,-15.096000000000004,32702,282,256.0,463,0.0009273561881855,4,1.9999999999999998e-05,50000
516,131933,0.0,0.05,2e-05,-15.280000000000005,32958,284,256.0,463,0.0029978065285831,4,1.9999999999999998e-05,50000
520,132957,0.0,0.05,2e-05,-15.288,33214,286,256.0,463,0.0031863306649029,4,1.9999999999999998e-05,50000
524,133981,0.0,0.05,2e-05,-14.968,33470,289,256.0,463,0.0034139603376388,4,1.9999999999999998e-05,50000
528,135005,0.0,0.05,2e-05,-14.99,33726,291,256.0,463,0.0024566897191107,4,1.9999999999999998e-05,50000
532,136029,0.0,0.05,2e-05,-15.060000000000002,33982,293,256.0,463,0.0007237464305944,4,1.9999999999999998e-05,50000
536,137053,0.0,0.05,2e-05,-14.854,34238,295,256.0,463,0.0019530644640326,4,1.9999999999999998e-05,50000
